"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	
1136	1362	1456	1856	1770	1680	1614	2240	1360	1508	1103	903	1397	1106	1295	1264	1680	1084	1240	1291	269	
1100	1450	1450	1700	1550	1550	1700	2100	1200	1450	1050	850	1250	1050	1300	1200	1800	1200	1150	1150	271	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
936	1151	1211	1542	1419	1350	1197	2012	1065	1323	988	734	1069	824	1090	1135	1490	1004	1035	1093	29	
12	16	10	47	11	44	18	8	9	15	11	12	9	11	11	8	24	24	12	6	223	
152	283	229	111	120	156	485	80	126	112	51	104	172	215	199	57	286	172	103	51	19	
12	16	10	47	11	44	18	8	9	15	11	12	9	11	11	8	24	24	12	6	223	
936	1151	1211	1542	1418	1349	1193	2012	1065	1323	988	734	1069	822	1090	1135	1490	1004	1033	1091	29	
5	10	18	19	24	15	11	21	10	15	8	11	12	15	7	16	27	6	13	18	1	
943	1157	1203	1570	1405	1378	1200	1999	1064	1323	991	735	1066	818	1094	1127	1487	1022	1032	1079	251	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	13	14	7	4	9	3	8	11	4	7	10	6	3	4	10	7	4	8	1	
85	116	126	170	140	149	135	140	137	153	91	72	127	96	117	112	153	109	99	80	19	
79	84	97	113	135	107	105	187	88	97	90	69	93	87	89	79	94	48	97	124	26	
744	903	908	1204	1071	1061	910	1609	781	998	778	567	796	603	834	900	1167	834	802	840	199	
14	20	33	37	27	21	28	25	25	32	15	11	16	16	26	18	31	14	13	9	3	
1	5	3	7	7	9	2	7	6	5	2	2	11	1	8	2	7	5	2	1	1	
11	9	6	14	7	11	5	16	9	16	3	1	6	4	9	5	11	1	5	12	2	
5	15	17	11	11	16	6	12	10	11	8	6	7	5	8	7	14	4	10	5	0	
