"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №193"	
2370	1407	1892	2642	2555	2219	1408	2696	1524	3058	2260	2260	1797	1642	2405	1773	2154	2391	2337	1165	2510	2723	2066	1885	1318	1625	1203	2683	2702	1934	2310	2778	2099	1841	1815	2538	612	2071	760	450	1914	1452	2671	1714	1319	1307	591	
1800	1110	2230	2350	2560	1610	1070	2050	1210	2430	2400	1970	1550	1680	1890	1901	1780	1980	1940	1060	2070	2130	2050	1500	1040	1700	1430	2330	2250	1570	2090	2420	1730	1750	1450	2360	470	1670	630	390	1500	1060	2120	1460	1040	1090	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1545	935	1858	1691	1744	1441	995	1704	972	2109	1525	1539	1026	1212	1687	1289	1573	1711	1685	827	1709	1868	1444	1256	997	1331	1056	1741	1846	1347	1499	1874	1421	1355	1219	1933	430	1436	496	346	1166	937	1986	1225	939	963	395	
38	53	34	50	63	54	10	59	42	43	28	29	86	19	42	48	36	46	36	17	90	32	47	46	17	32	41	62	75	26	101	52	42	38	57	54	12	35	19	18	84	54	34	58	32	36	188	
217	122	338	609	753	115	65	287	196	278	847	402	438	449	161	564	171	223	219	216	271	230	559	198	26	337	333	102	329	197	490	494	267	357	174	373	28	199	115	26	250	69	100	177	69	91	17	
38	53	34	50	63	54	10	59	42	43	28	29	86	19	19	48	36	46	36	17	90	31	47	46	17	32	41	487	75	26	101	52	42	38	57	54	12	35	19	18	84	54	34	58	32	36	188	
1545	935	1858	1691	1744	1441	995	1704	972	2109	1525	1539	1026	1212	1675	1289	1573	1711	1685	827	1709	1860	1444	1256	997	1331	1056	1741	1846	1347	1499	1874	1419	1355	1219	1933	430	1436	496	346	1166	937	1985	1225	939	963	395	
13	5	23	19	11	7	6	19	7	10	14	6	9	24	10	6	12	9	15	9	11	12	11	8	18	14	3	13	21	15	7	11	13	12	8	24	7	21	6	3	21	9	24	10	3	10	7	
1570	983	1869	1722	1796	1488	999	1744	1007	2142	1539	1562	1103	1207	1684	1331	1597	1748	1706	835	1788	1879	1480	1294	996	1349	1094	2215	1900	1358	1593	1915	1448	1381	1268	1963	435	1450	509	361	1229	982	1995	1273	968	989	576	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	5	2	4	3	2	2	0	9	5	1	3	2	3	6	1	2	4	3	4	2	2	2	2	3	1	4	3	1	8	7	3	5	1	5	0	2	1	0	8	1	5	3	1	3	2	
51	41	57	60	68	58	33	49	35	61	64	55	42	37	53	38	52	54	51	25	45	50	45	36	30	52	46	63	66	64	54	72	57	57	43	77	14	31	12	4	51	28	104	44	18	17	20	
34	28	49	55	52	42	30	48	32	65	55	54	27	81	49	39	41	47	49	24	47	60	45	37	41	71	38	104	61	32	53	91	32	39	31	77	9	44	7	9	42	26	99	30	19	21	34	
1449	898	1725	1565	1633	1346	903	1622	919	1970	1390	1409	1002	1055	1542	1229	1484	1599	1575	765	1641	1730	1360	1197	899	1155	988	1988	1719	1234	1435	1715	1311	1240	1179	1749	408	1353	461	338	1055	910	1746	1173	901	935	505	
11	13	16	22	25	18	18	15	13	17	12	22	14	21	21	13	9	27	14	13	28	25	12	16	18	47	14	36	32	13	24	14	24	25	8	33	2	11	9	10	40	13	20	18	21	6	7	
7	0	7	3	4	4	1	2	0	3	3	3	4	0	3	1	2	8	5	0	5	5	3	0	2	3	1	6	1	8	4	4	3	4	2	5	0	1	0	0	3	1	5	3	3	1	1	
6	0	4	5	8	7	6	5	1	8	6	9	6	10	6	2	4	1	5	0	9	3	8	5	3	12	2	6	8	0	11	8	7	4	1	7	1	2	1	0	10	0	4	1	1	2	4	
7	3	6	10	2	10	6	1	7	9	4	9	5	1	7	3	4	10	3	5	9	4	5	1	1	6	4	8	10	6	4	4	11	7	3	10	1	6	18	0	20	3	12	1	4	4	3	
