"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	
1448	1250	1180	641	2204	1860	817	1150	866	1114	192	1720	1514	848	2121	938	1998	1899	2036	1980	960	848	801	1338	841	1161	1923	2072	1236	668	570	1975	2095	1063	1553	975	762	536	
1200	950	1000	536	2100	1900	850	1100	800	1000	148	1700	1550	850	2100	900	2000	2000	2000	2000	900	900	800	1500	700	1100	1900	2100	1200	700	600	1850	1950	1000	1400	1000	700	460	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
992	761	762	446	1777	1160	449	538	467	692	94	1426	935	467	1395	640	1282	1164	968	1059	523	593	640	772	412	660	1000	1410	1004	325	355	1192	1263	632	983	838	547	383	
35	137	28	88	210	89	342	106	194	100	28	153	70	31	121	128	90	418	61	308	149	34	122	272	22	156	77	277	47	177	73	221	300	53	246	53	71	42	
173	52	210	2	113	651	59	456	139	208	26	121	545	352	584	132	628	418	971	633	228	273	38	456	266	284	823	413	149	198	172	437	387	315	171	109	82	35	
35	137	28	88	210	89	342	106	194	100	28	153	70	31	121	128	90	418	61	308	149	34	122	272	22	156	77	277	47	177	73	221	300	53	246	53	71	42	
991	761	761	446	1777	1160	449	538	467	692	94	1426	933	467	1395	640	1282	1164	968	1059	523	593	640	772	412	660	1000	1410	1004	325	355	1192	1262	632	983	838	546	383	
14	16	11	5	27	22	8	7	6	15	3	17	20	14	19	14	20	22	12	17	11	7	8	15	5	16	30	33	12	5	5	17	32	10	20	9	21	3	
1012	882	778	529	1960	1227	783	637	655	777	119	1562	983	484	1497	754	1352	1560	1017	1350	661	620	754	1029	429	800	1047	1654	1039	497	423	1396	1530	675	1209	882	596	422	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	7	7	4	7	11	15	0	15	4	2	7	10	4	8	3	11	8	3	6	4	4	5	15	3	2	4	10	4	3	0	20	13	3	7	5	5	3	
185	143	119	64	257	213	153	75	94	134	15	221	183	104	214	118	225	160	178	187	90	90	78	152	66	101	201	293	138	78	50	227	224	110	180	170	71	61	
50	61	45	47	117	68	93	49	69	62	13	72	65	33	77	35	108	158	105	92	73	40	64	105	55	74	82	148	68	84	35	122	85	67	83	77	40	24	
738	638	582	398	1540	890	474	479	436	549	85	1233	690	326	1152	576	952	1168	709	1042	485	472	588	686	296	606	734	1155	816	310	334	986	1167	474	901	609	461	327	
11	11	12	9	9	21	17	15	6	8	4	10	19	9	14	10	15	24	6	9	0	4	3	23	3	6	11	10	4	5	0	17	16	6	13	9	10	1	
6	11	1	4	18	5	13	5	18	12	0	10	9	4	9	5	22	24	8	7	3	2	8	28	1	5	6	16	6	3	4	9	5	4	4	3	6	1	
10	6	7	2	7	9	10	7	10	4	0	4	3	3	6	2	8	10	3	3	2	4	4	10	5	5	6	13	1	7	0	10	12	5	9	3	3	2	
6	5	5	1	5	10	8	7	7	4	0	5	4	1	17	5	11	8	5	4	4	4	4	10	0	1	3	9	2	7	0	5	8	6	12	6	0	3	
