"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №1923"	"УИК №1924"	"УИК №1925"	"УИК №1926"	"УИК №1927"	"УИК №1928"	"УИК №1929"	
2418	2193	1764	574	416	265	509	154	1030	114	253	1340	95	157	842	686	187	604	582	1525	122	300	423	180	204	94	431	80	826	
2445	2222	1521	585	424	265	541	156	1041	109	256	1200	96	162	849	683	193	617	600	1500	123	320	431	174	197	86	438	80	777	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1377	1226	919	350	264	174	335	121	642	88	161	821	77	102	538	417	104	369	377	1014	86	204	279	106	144	78	295	61	682	
46	76	59	30	20	23	25	10	53	4	17	131	0	10	42	23	1	36	36	68	0	30	24	14	4	0	24	0	28	
1022	920	543	205	140	68	181	25	346	17	78	248	19	50	269	243	88	212	187	418	37	86	128	54	49	8	119	19	67	
46	76	59	30	20	23	25	10	53	4	17	131	0	10	42	23	1	36	36	68	0	30	24	14	4	0	24	0	28	
1377	1226	919	350	264	174	335	121	642	88	161	821	77	102	538	417	104	369	377	1014	86	204	279	106	144	78	295	61	682	
12	19	13	3	5	3	0	2	10	2	4	13	1	1	9	8	0	3	8	10	3	0	2	3	1	1	8	2	17	
1411	1283	965	377	279	194	360	129	685	90	174	939	76	111	571	432	105	402	405	1072	83	234	301	117	147	77	311	59	693	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	7	1	1	1	0	3	2	2	0	0	5	1	0	3	5	0	1	4	5	0	1	3	0	0	0	0	0	5	
243	197	159	39	35	13	27	13	58	7	20	82	6	11	111	62	6	58	46	118	2	14	36	2	15	12	14	1	99	
126	111	80	29	19	11	60	12	67	6	19	84	8	6	39	42	4	31	28	76	7	18	23	4	16	14	16	5	58	
1010	942	707	303	221	167	262	99	550	75	133	755	61	94	410	315	94	310	321	855	74	196	238	110	114	50	274	51	523	
14	7	8	0	0	1	3	1	3	2	1	6	0	0	2	3	0	1	2	4	0	0	0	1	1	1	3	1	2	
6	10	5	3	2	1	3	0	3	0	1	3	0	0	0	0	0	0	2	6	0	5	1	0	1	0	3	0	1	
5	2	2	1	1	0	1	2	1	0	0	3	0	0	3	3	1	0	1	3	0	0	0	0	0	0	1	0	3	
2	7	3	1	0	1	1	0	1	0	0	1	0	0	3	2	0	1	1	5	0	0	0	0	0	0	0	1	2	
