"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	
2496	2641	2189	1892	2393	2715	2218	1294	2490	1970	1446	2490	440	1493	1690	1195	1293	1150	1090	1635	1473	1309	1796	2084	1399	1098	1796	2403	2356	2232	2024	2641	1142	2025	1584	1543	1476	1785	2411	1097	389	
2500	2650	2200	1900	2400	2700	2200	1300	2400	1950	1400	2500	440	1500	1700	1200	1250	1100	1050	1600	1400	1300	1800	2050	1400	1100	1800	2400	2300	2200	2000	2650	1100	2000	1500	1500	1450	1750	2400	1100	390	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1742	1775	1386	1478	1918	2426	1488	830	1616	968	737	1211	360	925	1017	746	694	653	629	1005	818	1123	1084	1125	999	646	1557	1415	1141	1817	1099	1398	633	1301	839	892	684	1244	1904	428	203	
224	168	164	93	260	54	206	160	217	148	169	125	62	78	146	149	228	171	167	177	53	82	214	105	121	59	131	269	181	120	77	52	104	133	63	182	184	204	78	205	186	
534	707	650	329	222	220	506	310	567	834	494	1164	18	497	537	305	328	276	254	418	529	95	502	820	280	395	112	716	978	263	824	1200	363	566	598	426	582	302	418	467	1	
224	168	164	93	260	54	206	160	217	148	169	125	62	78	146	149	228	171	167	177	53	82	214	105	121	59	131	269	181	120	77	52	104	133	63	182	184	204	78	205	186	
1742	1775	1386	1478	1918	2426	1488	830	1616	968	737	1211	360	925	1017	746	694	653	629	1005	818	1123	1084	1125	999	646	1557	1415	1141	1817	1097	1398	633	1301	839	884	684	1244	1904	428	203	
21	7	19	3	23	12	15	9	31	12	16	23	0	13	8	2	8	17	3	13	18	3	17	15	10	10	14	16	12	11	11	15	3	6	4	8	7	2	28	7	8	
1945	1936	1531	1568	2155	2468	1679	981	1802	1104	890	1313	422	990	1155	893	914	807	793	1169	853	1202	1281	1215	1110	695	1674	1668	1310	1926	1163	1435	734	1428	898	1058	861	1446	1954	626	381	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	10	7	9	16	12	14	9	9	11	6	7	0	6	14	10	7	8	2	8	8	6	7	10	12	9	11	11	14	19	9	9	7	7	5	5	11	5	11	3	1	
134	177	181	135	206	159	119	87	181	142	89	186	31	139	133	97	121	85	67	104	125	83	101	135	114	85	148	199	160	195	172	220	65	183	35	103	114	9	120	61	38	
58	64	65	45	84	104	64	33	81	51	42	59	3	46	55	39	47	42	22	52	48	33	52	65	36	34	75	58	64	70	51	58	33	74	27	32	29	27	44	8	19	
1704	1638	1236	1335	1777	2133	1408	819	1453	852	722	1012	381	767	916	718	703	635	667	957	620	1042	1077	946	893	539	1403	1331	1007	1532	888	1077	601	1120	802	882	659	1359	1720	527	300	
17	17	12	14	36	15	19	10	34	23	11	14	4	9	16	13	11	10	20	12	22	12	13	24	25	6	18	24	31	40	18	25	8	20	7	18	13	23	21	13	12	
8	9	11	12	17	15	19	10	17	13	4	13	1	3	5	11	9	6	4	7	9	6	7	18	6	2	6	8	8	21	3	12	6	4	8	7	9	0	15	5	3	
12	9	10	5	12	12	17	5	10	6	7	11	1	11	8	2	5	9	2	11	9	10	12	14	10	15	6	18	6	21	8	11	8	7	4	3	13	14	11	4	2	
6	12	9	13	7	18	19	8	17	6	9	11	1	9	8	3	11	12	9	18	12	10	12	3	14	5	7	19	20	28	14	23	6	13	10	8	13	9	12	5	6	
