"УИК №1688"	"УИК №1689"	"УИК №1690"	"УИК №1691"	"УИК №1692"	"УИК №1693"	"УИК №1694"	"УИК №1695"	"УИК №1696"	"УИК №1697"	"УИК №1698"	"УИК №1699"	"УИК №1700"	"УИК №1701"	"УИК №1702"	"УИК №1703"	"УИК №1704"	"УИК №1705"	"УИК №1706"	"УИК №1707"	"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	
1203	1078	1323	341	1301	313	508	307	258	393	529	578	467	212	524	602	545	261	656	622	459	317	979	1133	
1240	1100	1383	370	1402	334	572	321	265	406	542	578	492	214	563	626	640	279	688	702	487	337	1088	1225	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
689	675	636	224	804	180	392	212	179	235	318	365	238	142	313	469	399	165	347	485	299	234	513	821	
76	34	27	18	39	20	46	14	27	51	75	45	33	31	63	33	65	29	67	44	49	22	89	58	
475	391	720	128	559	134	134	95	59	120	149	168	221	41	187	124	176	85	274	173	139	81	486	346	
76	34	27	18	39	20	46	14	27	51	75	45	33	31	63	33	65	29	67	44	49	22	89	58	
689	675	636	224	804	180	392	212	179	235	318	365	238	142	313	469	399	165	347	485	299	234	513	821	
14	0	23	1	8	2	1	0	1	6	0	8	1	0	0	6	2	4	1	3	1	0	15	6	
751	709	640	241	835	198	437	226	205	280	393	402	270	173	376	496	462	190	413	526	347	256	587	873	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	4	2	3	6	0	0	3	0	3	1	1	2	0	0	3	0	1	2	2	1	1	2	13	
128	139	147	43	207	28	50	27	25	21	65	75	46	38	46	42	57	18	46	40	56	5	75	89	
80	52	75	21	78	15	20	20	12	37	26	1	14	9	5	25	6	3	28	21	34	2	31	51	
527	499	407	167	518	147	367	170	166	216	296	324	202	123	321	424	399	162	331	460	252	248	469	691	
7	6	1	1	9	1	0	4	1	0	0	0	3	0	0	0	0	0	2	0	1	0	8	6	
3	4	3	5	7	2	0	0	1	3	3	0	3	3	2	2	0	0	1	3	1	0	1	6	
1	3	1	0	7	0	0	1	0	0	2	1	0	0	0	0	0	3	3	0	2	0	1	3	
2	2	4	1	3	5	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	14	
