"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	"УИК №1328"	"УИК №1329"	"УИК №1330"	
1508	1269	726	536	783	643	1278	403	95	561	138	123	85	120	522	113	283	139	175	509	148	246	265	560	241	385	228	377	324	
1500	1300	700	500	700	600	1200	400	90	500	130	120	80	100	500	100	300	130	200	450	150	250	250	530	200	350	200	400	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1363	784	574	371	650	495	739	294	62	439	108	92	59	78	287	45	184	76	90	336	101	180	191	445	177	272	150	208	228	
75	53	34	50	35	41	60	36	19	23	11	7	8	11	24	16	34	20	30	65	20	25	30	69	16	36	33	28	34	
62	463	92	79	15	64	401	70	9	38	11	21	13	11	189	39	82	34	80	49	29	45	29	16	7	42	17	164	38	
75	53	34	50	35	41	60	36	19	23	11	7	8	11	24	16	34	20	30	65	20	25	30	69	16	36	33	28	34	
1363	784	574	371	650	495	739	294	62	439	108	92	59	78	287	45	184	76	90	336	101	180	191	445	177	272	150	208	228	
49	7	9	5	11	2	12	0	0	5	0	2	3	2	6	0	0	0	0	2	0	0	1	1	0	1	0	1	3	
1389	830	599	416	674	534	787	330	81	457	119	97	64	87	305	61	218	96	120	399	121	205	220	513	193	307	183	235	259	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

14	6	4	4	0	3	2	2	0	0	0	0	0	0	3	1	3	2	0	0	0	0	0	2	1	0	1	1	2	
120	120	55	37	49	40	87	62	16	30	12	9	0	6	30	6	18	7	8	17	4	22	10	34	9	19	9	19	18	
87	36	21	29	47	36	64	17	5	28	8	1	3	15	25	4	21	5	9	20	12	20	15	42	8	24	7	19	12	
1112	647	507	338	569	446	626	249	58	392	95	86	60	65	240	50	174	78	100	353	104	159	194	430	171	260	164	195	222	
14	11	4	1	6	5	1	0	0	4	0	0	0	0	3	0	0	1	0	5	1	3	0	3	0	1	0	0	1	
18	3	4	4	2	4	3	0	2	1	1	1	0	0	2	0	0	2	1	0	0	0	1	0	2	0	1	0	1	
17	6	2	1	0	0	2	0	0	2	1	0	1	0	0	0	1	1	1	1	0	1	0	2	1	2	1	0	1	
7	1	2	2	1	0	2	0	0	0	2	0	0	1	2	0	1	0	1	3	0	0	0	0	1	1	0	1	2	
