"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	
341	326	591	661	382	485	465	278	48	408	258	253	274	175	374	559	68	336	275	391	
388	405	671	768	434	527	532	305	50	440	323	337	316	222	386	600	74	390	323	469	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218	225	326	400	229	270	252	204	41	143	117	171	214	110	285	468	49	179	142	255	
63	53	146	128	81	184	110	40	4	240	120	62	44	57	23	42	18	102	77	104	
107	127	199	240	124	73	170	61	5	57	86	104	58	55	78	90	7	109	104	110	
63	53	146	128	81	184	110	40	4	240	120	62	44	57	23	42	18	102	77	104	
218	225	326	400	229	270	252	204	41	143	117	171	214	110	285	468	49	179	142	255	
1	2	8	4	3	4	4	0	0	0	4	1	0	0	0	0	0	0	1	8	
280	276	464	524	307	450	358	244	45	383	233	232	258	167	308	510	67	281	218	351	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	4	1	2	1	1	0	1	1	0	2	0	1	0	3	0	1	1	3	
89	34	83	94	59	53	80	14	2	42	44	26	15	19	24	27	1	21	22	74	
6	18	35	41	20	23	21	14	2	16	20	18	19	8	19	7	1	16	12	21	
177	222	328	380	225	364	243	213	38	322	164	184	221	136	261	471	65	239	182	250	
3	0	5	3	0	2	1	0	1	0	1	1	1	1	1	2	0	1	0	0	
0	2	5	3	0	4	6	0	0	2	1	1	1	2	2	0	0	1	1	0	
0	0	3	0	0	2	3	3	1	0	2	0	0	0	0	0	0	1	0	1	
2	0	1	2	1	1	3	0	0	0	1	0	1	0	1	0	0	1	0	2	
