"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	"УИК №738"	"УИК №739"	"УИК №740"	"УИК №741"	"УИК №742"	"УИК №743"	"УИК №744"	
386	1233	1448	1296	379	186	739	713	2140	1173	2654	277	1958	990	1156	2340	2004	343	334	618	2124	1142	1869	1175	569	425	2126	388	276	533	418	363	241	463	153	475	
350	1000	1200	1000	350	150	600	600	2000	1000	2000	250	1500	800	1000	2000	1500	300	300	500	2000	1000	1500	1000	450	450	2000	350	250	500	400	300	200	450	150	400	
21	0	0	0	44	26	0	0	39	0	0	0	0	0	0	0	0	0	58	0	103	0	0	0	34	63	84	118	0	80	42	0	0	30	39	62	
145	503	600	572	141	70	330	284	1061	530	1344	128	1244	536	663	1247	933	181	90	216	797	662	1085	631	274	174	910	115	137	205	211	174	133	196	32	164	
18	61	41	13	15	6	52	49	26	71	65	34	25	10	21	75	24	11	5	39	36	7	70	16	17	32	116	3	22	26	20	26	20	38	0	13	
166	436	559	415	150	48	218	267	874	399	591	88	231	254	316	678	543	108	147	245	1064	331	345	353	125	181	890	114	91	189	127	100	47	186	79	161	
39	61	41	13	59	32	52	49	65	71	65	34	25	10	21	75	24	11	63	39	139	7	70	16	51	95	200	121	22	106	62	26	20	68	39	75	
145	503	600	572	141	70	330	284	1061	530	1344	128	1242	536	663	1246	933	181	90	216	797	662	1085	631	274	174	910	115	137	205	211	174	133	196	32	164	
2	0	5	10	0	0	2	2	17	9	26	0	13	4	6	17	7	0	2	0	9	8	12	6	5	0	11	0	1	1	2	4	1	2	0	1	
182	564	636	575	200	102	380	331	1109	592	1383	162	1254	542	678	1304	950	192	151	255	927	661	1143	641	320	269	1099	236	158	310	271	196	152	262	71	238	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	5	3	2	2	3	2	2	22	10	21	0	12	6	5	7	8	0	0	2	6	11	16	8	3	5	13	0	0	5	1	1	1	3	1	2	
7	38	63	35	4	6	34	58	191	89	195	12	169	70	63	150	118	17	15	21	105	61	95	61	30	21	188	17	11	18	28	22	9	21	0	10	
17	56	68	55	29	11	43	31	124	80	168	11	113	44	62	135	82	23	21	23	65	72	95	51	19	25	103	11	14	20	28	21	14	26	6	18	
156	449	480	463	162	80	289	223	722	381	916	137	896	390	527	953	715	147	114	205	721	491	898	495	258	206	757	200	125	262	210	148	127	206	58	199	
1	3	9	10	2	0	6	6	15	9	25	1	30	10	9	22	4	3	1	4	8	10	8	10	7	4	13	3	3	1	2	1	1	2	4	0	
1	6	5	3	1	0	3	4	14	9	22	1	7	7	5	12	7	1	0	0	13	5	16	7	2	3	13	4	5	3	0	0	0	2	0	5	
0	2	5	3	0	0	2	5	10	6	18	0	16	9	2	16	9	1	0	0	3	9	13	3	1	3	8	1	0	0	1	2	0	1	0	1	
0	5	3	4	0	2	1	2	11	8	18	0	11	6	5	9	7	0	0	0	6	2	2	6	0	2	4	0	0	1	1	1	0	1	2	3	
