"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	
243	1279	1125	873	1169	1661	1285	1784	1168	501	1594	1410	1524	1396	1992	1846	1861	1840	1875	1730	1885	2109	1468	148	1516	
250	1300	1130	880	1200	1700	1300	1830	1150	480	1600	1430	1570	1450	2050	1880	1700	1890	1870	1780	1930	2130	1490	146	1560	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172	1030	964	355	1019	1464	1133	1395	934	372	981	1215	1319	1189	1398	1487	1493	1226	1594	1181	1215	1756	1246	129	1171	
35	99	58	125	59	50	21	58	47	55	90	31	48	60	63	100	58	61	29	52	68	45	60	6	47	
43	171	108	400	122	186	146	377	169	53	529	184	203	201	589	293	149	603	247	547	647	329	184	11	342	
35	99	58	125	59	50	21	58	47	55	90	31	48	60	63	100	58	61	29	52	68	45	60	6	47	
172	1030	964	355	1011	1464	1133	1395	932	372	981	1215	1319	1189	1398	1487	1493	1226	1594	1179	1215	1753	1246	129	1171	
0	0	2	0	8	3	13	5	14	3	4	17	1	2	11	12	10	19	12	14	20	22	0	0	13	
207	1129	1020	480	1062	1511	1141	1448	965	424	1067	1229	1366	1247	1450	1575	1541	1268	1611	1217	1263	1776	1306	135	1205	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	1	2	2	21	6	0	6	1	8	0	4	5	10	18	2	8	13	8	8	17	16	0	4	
13	5	33	59	44	30	161	10	20	45	150	79	83	155	75	64	31	216	71	216	197	36	8	7	37	
15	99	74	26	39	51	106	136	78	21	141	26	37	104	150	66	156	181	97	132	168	54	56	4	86	
168	972	908	382	953	1329	840	1272	829	351	735	1109	1211	943	1161	1396	1294	809	1369	817	833	1584	1212	122	1060	
5	15	0	7	6	28	12	22	19	5	11	9	19	20	21	9	29	27	14	20	32	13	5	0	7	
0	5	2	1	6	3	8	2	6	1	8	0	6	7	2	5	9	8	13	10	13	19	2	0	2	
3	4	1	0	10	20	5	0	4	0	9	0	1	6	12	11	2	12	2	6	2	14	4	2	3	
3	26	1	3	2	29	3	6	3	0	5	6	5	7	19	6	18	7	32	8	10	39	3	0	6	
