"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	
457	186	168	1293	493	1453	1664	1317	2171	1374	2198	1370	1560	1937	1298	818	1581	1703	
450	160	150	1250	450	1350	1500	1300	2100	1300	2000	1250	1500	1800	1200	750	1500	1650	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
304	114	109	685	332	841	890	706	1122	687	1216	730	840	986	718	464	777	1053	
18	1	1	266	55	107	151	179	76	84	171	94	49	111	177	101	336	165	
128	45	40	299	63	402	459	415	902	529	613	426	611	703	305	185	387	432	
18	1	1	266	55	107	151	179	76	84	171	94	49	111	177	101	336	165	
304	114	109	685	332	841	889	706	1122	687	1216	729	840	986	718	464	777	1053	
2	1	0	10	9	17	13	15	22	19	17	9	21	18	14	3	15	26	
320	114	110	941	378	931	1027	870	1176	752	1370	814	868	1079	881	562	1098	1192	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	6	4	4	6	2	11	9	14	5	11	11	6	2	4	7	
68	30	25	211	83	178	215	109	264	94	271	158	167	212	179	112	207	237	
17	12	10	59	19	79	83	71	115	68	86	66	69	98	93	36	126	106	
228	71	72	648	263	654	700	669	756	560	947	570	600	727	583	405	729	818	
2	0	1	9	4	5	5	10	9	6	20	4	6	10	5	2	20	12	
3	0	2	4	4	9	14	3	16	4	17	5	9	11	5	3	9	5	
1	1	0	1	1	1	3	5	4	7	10	6	5	7	4	0	3	5	
1	0	0	3	0	1	1	1	1	4	5	0	1	3	6	2	0	2	
