"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	
248	184	576	319	211	114	280	251	242	666	208	145	178	293	541	183	221	195	165	1776	1726	
220	170	550	290	180	110	260	230	220	620	200	140	160	280	520	170	200	200	160	1600	1620	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129	124	264	165	114	89	164	115	118	357	113	72	106	134	286	100	120	91	90	988	994	
31	24	62	41	24	12	44	26	42	65	20	19	24	31	77	35	28	31	27	47	71	
60	22	224	84	42	9	52	89	60	198	67	49	30	115	157	35	52	78	43	565	555	
31	24	62	41	24	12	44	26	42	65	20	19	24	31	77	35	28	31	27	47	71	
129	124	264	165	114	89	164	115	118	357	113	72	106	134	286	100	120	91	90	988	994	
0	2	2	0	0	0	1	0	0	6	0	1	0	0	3	1	4	1	2	10	10	
160	146	324	206	138	101	207	141	160	416	133	90	130	165	360	134	144	121	115	1025	1055	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	4	0	1	1	2	0	1	7	2	0	1	2	2	1	0	0	3	17	17	
26	23	34	21	15	14	8	14	21	29	21	5	17	28	29	9	7	14	9	251	235	
19	18	33	23	19	12	21	13	7	48	8	8	9	5	19	10	12	5	15	74	67	
110	101	247	158	99	73	174	112	129	322	102	75	102	129	300	113	123	99	88	650	705	
0	0	2	2	1	0	1	0	1	6	0	0	1	0	2	0	1	0	0	14	16	
1	0	2	0	0	1	1	1	1	3	0	0	0	1	3	0	0	3	0	5	10	
1	2	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	9	2	
0	0	1	2	2	0	0	1	0	0	0	2	0	0	3	1	0	0	0	5	3	
