"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	
1416	1870	1965	1537	2365	1809	2317	1220	200	118	582	1438	115	541	369	619	303	759	795	1089	999	81	1133	140	139	1605	1170	113	84	113	421	65	187	43	
1430	1860	1930	1840	2340	1800	2190	1200	200	120	570	1420	115	540	370	620	300	750	780	1070	980	80	1090	140	140	1610	1170	115	85	115	423	65	190	45	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	
1240	1536	1607	1442	2226	1396	2115	1095	85	104	545	1343	98	495	325	580	277	709	734	999	926	68	1057	119	115	1567	1123	92	82	99	347	52	174	41	
20	102	56	95	83	67	55	79	115	9	14	41	14	27	28	25	14	25	19	52	27	8	32	13	18	23	42	19	0	12	18	8	12	1	
170	222	267	303	31	337	20	26	0	7	11	36	3	18	17	15	9	16	27	19	27	4	1	8	7	20	5	4	3	4	6	5	4	3	
20	102	56	95	83	67	55	79	115	9	14	41	14	27	28	25	14	25	19	52	27	8	32	13	18	23	42	19	0	12	18	8	12	1	
1240	1536	1607	1442	2226	1396	2115	1095	85	104	545	1343	98	495	325	580	277	709	734	999	926	68	1057	119	115	1567	1123	92	82	99	399	52	174	41	
35	29	33	17	1	29	0	2	1	1	1	1	0	0	2	2	1	1	1	1	0	0	0	0	1	0	1	2	0	0	1	0	0	0	
1225	1609	1630	1520	2308	1434	2170	1172	199	112	558	1383	112	522	351	603	290	733	752	1050	953	76	1089	132	132	1590	1164	109	82	111	416	60	186	42	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	5	7	6	0	6	7	10	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	
238	295	335	291	35	264	29	15	28	24	45	37	12	5	19	10	10	3	9	37	13	8	0	0	6	123	128	7	0	0	19	12	12	1	
9	16	23	18	292	20	116	87	15	0	0	115	0	6	10	9	5	1	0	1	12	0	105	0	4	26	1	5	0	0	9	0	1	0	
907	1236	1215	1165	1910	1113	1880	987	149	88	510	1203	98	502	312	570	263	713	732	958	911	66	785	123	118	1299	946	92	80	99	370	48	167	41	
18	13	13	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46	39	34	29	52	19	65	41	5	0	3	19	2	4	5	12	6	12	11	54	14	2	92	9	4	75	67	5	2	12	18	0	6	0	
1	2	2	2	19	3	53	31	1	0	0	9	0	5	5	1	4	3	0	0	3	0	104	0	0	65	19	0	0	0	0	0	0	0	
0	3	1	2	0	0	20	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	
