"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	"УИК №1606"	"УИК №1607"	"УИК №1608"	"УИК №1609"	"УИК №1610"	"УИК №1611"	"УИК №1612"	"УИК №1613"	"УИК №1614"	"УИК №1615"	"УИК №1616"	"УИК №1617"	"УИК №1618"	"УИК №1619"	"УИК №1620"	"УИК №1621"	"УИК №1622"	"УИК №1623"	"УИК №1624"	"УИК №1625"	"УИК №1626"	"УИК №1627"	"УИК №1628"	"УИК №1629"	"УИК №1630"	
967	843	878	996	181	260	309	233	112	371	156	168	103	426	306	347	330	294	650	133	155	78	1086	198	107	110	513	425	312	676	
901	817	869	888	181	261	309	226	110	377	155	176	96	428	287	351	339	318	681	127	152	77	1100	208	106	105	498	428	301	677	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762	714	785	825	159	232	253	208	99	344	138	145	84	354	238	317	291	238	573	118	142	70	878	165	81	92	457	381	281	610	
67	47	66	50	17	18	48	18	10	13	11	16	12	53	43	30	35	45	53	9	10	6	172	18	22	13	41	37	20	53	
72	56	18	13	5	11	8	0	1	20	6	15	0	21	6	4	13	35	55	0	0	1	50	25	3	0	0	10	0	14	
67	47	66	50	17	18	48	18	10	13	11	16	12	53	43	30	35	45	53	9	10	6	172	18	22	13	41	37	20	53	
762	714	785	824	159	232	253	208	99	344	138	145	84	354	238	317	291	238	573	118	142	70	878	165	81	92	457	381	281	610	
18	26	11	12	8	2	11	0	3	1	0	0	1	7	2	3	1	1	8	0	4	0	2	2	0	0	5	5	1	6	
811	735	840	862	168	248	290	226	106	356	149	161	95	400	279	344	325	282	618	127	148	76	1048	181	103	105	493	413	300	657	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	6	7	1	2	1	0	0	1	1	0	0	3	2	0	0	3	4	0	1	0	3	0	0	2	3	2	1	3	
98	77	87	93	4	27	9	14	9	11	6	5	4	24	16	15	30	14	46	11	7	2	61	7	5	5	39	36	22	43	
64	47	52	54	21	16	9	13	5	5	6	4	3	17	28	24	18	15	52	7	6	6	78	8	8	7	32	25	9	26	
627	592	677	683	136	198	268	193	89	329	134	151	87	350	224	301	267	244	502	105	132	64	881	159	89	89	406	340	260	580	
5	7	10	13	4	2	1	4	0	1	0	0	0	4	3	3	3	1	9	1	1	0	12	4	0	2	7	3	0	2	
9	4	3	10	0	0	0	2	3	8	1	1	1	0	4	1	4	2	3	1	0	1	4	0	0	0	4	5	2	1	
4	3	3	1	2	3	2	0	0	1	1	0	0	2	2	0	2	2	2	2	0	1	3	2	0	0	2	1	4	1	
4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	6	1	1	0	0	1	2	1	
