"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	
1360	976	1345	1155	573	1276	1000	680	459	585	728	327	268	202	505	190	127	140	351	120	362	563	172	269	273	315	444	204	462	598	188	727	132	191	226	130	154	161	121	
1400	1000	1350	1150	600	1340	1000	700	520	630	770	300	270	220	530	225	130	145	370	115	440	590	185	280	300	320	460	220	490	660	190	780	150	200	255	137	163	170	145	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
861	622	878	723	362	873	694	349	252	331	431	137	121	79	245	67	84	78	206	53	188	367	87	163	148	179	262	88	323	415	133	499	49	104	81	79	92	107	48	
82	47	48	86	27	62	37	97	44	22	19	98	60	76	91	52	13	12	58	40	47	44	46	26	53	79	107	38	35	40	18	104	48	20	56	25	43	39	46	
457	331	424	341	211	405	269	254	224	277	320	65	89	65	194	106	33	55	106	22	205	179	52	91	99	62	91	94	132	205	39	177	53	76	118	33	28	24	51	
82	47	48	86	27	62	37	97	44	22	19	98	60	76	91	52	13	12	58	40	47	44	46	26	53	79	107	38	35	40	18	104	48	20	56	25	43	39	46	
861	622	878	723	362	873	693	349	252	331	431	137	121	79	245	67	84	78	206	53	188	367	87	163	148	179	262	88	323	415	133	499	49	104	81	79	92	107	48	
6	13	13	5	3	19	8	7	3	6	3	1	1	0	0	1	1	5	1	2	2	5	0	0	1	2	1	0	5	5	1	4	0	0	4	0	0	0	0	
937	656	913	804	386	916	722	439	293	347	447	234	180	155	336	118	96	85	263	91	233	406	133	189	200	256	368	126	353	450	150	599	97	124	133	104	135	146	94	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	3	7	6	3	4	2	2	4	3	2	0	1	0	1	2	0	0	3	0	2	5	0	1	2	0	3	0	0	5	1	4	1	0	0	3	2	1	0	
129	85	117	129	48	144	81	56	47	43	61	28	12	12	58	4	11	15	27	2	35	28	10	21	12	18	45	7	53	28	11	58	9	22	9	10	12	10	11	
63	50	65	66	39	82	67	29	15	48	28	17	11	17	29	10	5	5	13	7	17	33	11	13	8	21	34	9	32	47	9	35	5	25	7	11	12	11	5	
708	505	701	583	284	653	558	346	222	246	346	185	153	122	244	102	78	62	215	79	176	332	111	150	173	209	279	107	262	353	126	497	81	74	116	76	107	123	77	
11	5	8	12	4	12	5	2	1	1	2	2	0	2	2	0	0	2	1	2	0	4	1	2	1	1	3	1	3	12	0	1	1	3	1	1	0	0	1	
7	1	8	3	3	7	3	3	2	3	3	1	2	2	1	0	2	1	2	0	1	2	0	2	0	6	2	1	1	4	2	1	0	0	0	3	2	0	0	
6	4	3	1	4	5	3	0	1	2	3	1	1	0	1	0	0	0	1	1	1	2	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	1	0	
6	3	4	4	1	9	3	1	1	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	1	0	1	1	2	0	0	0	0	0	0	0	
