"УИК №429"	"УИК №430"	"УИК №431"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №451"	"УИК №677"	
405	259	2000	180	281	448	283	253	89	381	181	264	1940	1640	200	104	1949	191	1084	496	389	56	
380	240	1750	170	250	390	260	240	80	360	160	250	1700	1500	170	100	1750	150	970	500	350	50	
30	0	19	0	24	58	0	2	0	0	14	72	0	0	0	0	0	0	16	0	2	0	
174	115	1080	95	121	192	166	114	47	227	88	98	1125	916	137	59	974	112	589	208	233	47	
20	7	71	11	12	11	16	16	13	16	15	11	101	46	2	7	62	8	24	18	6	0	
156	118	580	64	93	129	78	108	20	117	43	69	474	538	31	34	714	30	341	274	109	3	
50	7	90	11	36	69	16	18	13	16	29	83	101	46	2	7	62	8	40	18	8	0	
174	115	1080	95	121	192	166	114	47	227	88	98	1125	916	137	59	974	112	589	208	233	47	
1	1	18	1	0	0	4	1	0	1	1	0	12	5	0	1	9	2	17	3	0	1	
223	121	1152	105	157	261	178	131	60	242	116	181	1214	957	139	65	1027	118	612	223	241	46	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	6	0	0	4	1	1	0	3	1	1	10	9	1	1	5	2	3	0	3	0	
31	5	162	2	17	22	13	9	8	32	3	7	205	143	9	5	86	11	66	35	29	6	
20	11	133	11	15	47	24	15	8	36	16	40	132	89	12	9	108	14	91	30	11	2	
167	102	807	92	120	178	135	102	44	165	94	131	828	694	113	48	806	91	435	154	195	37	
1	1	18	0	3	4	2	1	0	2	1	0	14	6	2	0	11	0	12	2	2	0	
2	1	7	0	1	4	2	1	0	3	0	0	12	6	1	1	4	0	3	1	0	1	
1	0	9	0	1	2	1	0	0	1	1	0	6	5	0	1	5	0	1	1	1	0	
1	0	10	0	0	0	0	2	0	0	0	2	7	5	1	0	2	0	1	0	0	0	
