"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	
1248	1291	1150	1119	1178	1301	1274	1258	2634	1279	432	1043	1114	594	340	327	78	410	437	229	762	298	57	799	650	249	458	235	
1250	1300	1150	1100	1250	1350	1300	1300	2750	1300	450	1100	1150	600	350	350	80	400	500	250	800	350	60	800	750	250	450	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
820	965	798	779	681	752	844	747	1733	806	256	559	606	326	224	185	57	249	266	141	376	256	52	469	464	176	294	173	
37	26	72	37	52	58	59	63	146	61	52	70	42	50	19	29	5	19	14	15	82	11	0	68	72	17	61	2	
393	309	280	284	517	540	397	490	871	433	142	471	502	224	107	136	18	132	220	94	342	83	8	263	214	57	95	45	
37	26	72	37	52	58	59	63	146	61	52	70	42	50	19	29	5	19	14	15	82	11	0	68	72	17	61	2	
820	965	797	779	681	752	844	747	1733	806	256	559	606	326	224	185	57	249	266	141	376	256	52	469	464	176	294	173	
9	13	6	18	10	11	20	5	25	14	3	5	4	3	1	1	0	4	1	0	4	1	0	6	9	1	7	2	
848	978	863	798	723	799	883	805	1854	853	305	624	644	373	242	213	62	264	279	156	454	266	52	531	527	192	348	173	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	6	4	3	3	5	7	7	12	4	0	3	6	3	0	1	0	2	0	1	3	1	0	5	6	0	0	1	
285	370	301	271	234	277	240	249	526	226	48	152	161	81	49	35	12	82	64	14	72	47	3	98	186	57	83	14	
45	56	48	51	51	63	51	54	132	47	28	65	55	36	29	19	4	24	27	10	43	15	2	65	46	8	31	12	
498	527	494	458	417	442	565	475	1157	560	221	394	414	249	161	157	46	154	183	130	325	194	46	356	284	118	231	144	
4	4	4	4	6	4	9	7	12	1	3	1	2	3	2	0	0	1	1	0	2	6	0	4	0	1	1	0	
6	8	7	4	8	4	5	5	9	5	3	5	5	1	0	1	0	1	2	0	5	0	0	3	2	5	1	0	
0	3	2	4	3	2	3	2	4	6	1	2	0	0	0	0	0	0	0	1	1	3	1	0	1	2	0	1	
4	4	3	3	1	2	3	6	2	4	1	2	1	0	1	0	0	0	2	0	3	0	0	0	2	1	1	1	
