"УИК №1058"	"УИК №1059"	"УИК №1060"	"УИК №1061"	"УИК №1062"	"УИК №1063"	"УИК №1064"	"УИК №1065"	"УИК №1066"	"УИК №1067"	"УИК №1068"	"УИК №1069"	"УИК №1070"	"УИК №1071"	"УИК №1072"	
1514	1115	1117	558	947	394	400	357	452	491	281	277	196	333	594	
1500	1150	1150	550	970	400	400	350	450	530	270	270	180	330	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1110	842	732	478	790	266	197	213	349	331	196	190	112	231	445	
58	93	114	64	38	26	136	55	69	67	32	36	13	60	73	
332	215	304	8	142	108	67	82	32	132	42	44	55	39	82	
58	93	114	64	38	26	136	55	69	67	32	36	13	60	73	
1110	842	732	478	790	266	197	213	349	331	196	190	112	231	445	
15	0	7	1	11	4	1	0	2	3	0	0	0	2	1	
1153	935	839	541	817	288	332	268	416	395	228	226	125	289	517	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	3	4	1	6	0	2	2	0	2	1	2	0	0	2	
189	110	102	70	94	13	32	24	22	33	10	23	26	13	52	
70	47	52	23	48	25	30	17	12	21	22	8	2	27	23	
850	750	662	439	650	244	264	221	377	335	190	189	90	242	430	
12	8	6	1	3	1	1	1	3	1	1	1	2	3	2	
11	4	6	2	7	3	1	1	1	1	3	2	2	4	5	
8	11	7	2	5	2	1	0	0	1	0	1	1	0	3	
5	2	0	3	4	0	1	2	1	1	1	0	2	0	0	
