"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	
2370	2302	1354	991	1190	1250	2295	1156	988	1052	2162	273	1465	800	188	158	701	1291	454	215	1196	674	361	238	728	946	453	261	158	627	156	751	788	
2350	2300	1350	1000	1150	1300	2300	1100	1000	1050	2200	270	1480	790	185	150	740	1200	400	185	1250	670	370	245	750	980	450	270	165	620	145	750	760	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1459	1513	1044	694	868	931	1536	756	619	738	1453	205	1316	697	125	135	605	837	240	124	983	584	283	206	639	803	410	216	133	453	136	648	638	
119	134	128	42	84	82	80	51	71	38	115	23	146	61	31	13	82	125	116	40	187	61	50	22	75	83	22	19	11	60	4	83	95	
772	653	178	264	198	287	684	293	310	274	632	42	18	32	29	2	53	238	44	21	80	25	37	17	36	94	18	35	21	107	5	19	27	
119	134	128	42	84	82	80	51	71	38	115	23	146	61	31	13	82	125	116	40	187	61	50	22	75	83	22	19	11	60	4	83	95	
1459	1512	1044	694	868	931	1536	755	619	737	1453	205	1316	697	125	135	605	837	240	124	983	584	283	206	639	803	410	216	133	453	136	648	637	
31	32	29	15	14	12	39	10	6	6	17	0	11	28	1	2	5	5	3	1	9	10	6	0	4	4	0	5	0	3	0	3	19	
1547	1614	1143	721	938	1001	1577	796	684	769	1551	228	1451	730	155	146	682	957	353	163	1161	635	327	228	710	882	432	230	144	510	140	728	713	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	10	6	3	5	6	5	8	3	5	8	2	2	3	0	1	5	6	1	0	8	2	9	1	3	2	1	2	2	1	0	0	1	
200	216	119	131	78	100	188	92	84	80	222	26	92	80	17	10	87	99	25	20	148	65	63	12	66	49	30	14	9	53	3	57	70	
107	114	40	46	73	65	99	56	54	55	109	26	56	26	15	13	48	59	24	4	96	34	30	26	30	63	28	22	14	44	6	25	44	
1188	1238	971	522	751	804	1241	618	527	604	1178	169	1276	593	119	121	530	770	294	137	847	521	221	189	603	755	370	182	119	401	127	638	594	
20	13	0	6	13	12	12	10	5	1	16	3	10	13	2	0	8	8	3	0	10	6	2	0	2	5	1	3	0	6	3	3	2	
2	9	3	3	11	7	14	6	7	9	5	1	12	6	2	1	2	5	2	2	26	4	1	0	5	3	1	2	0	3	1	3	0	
8	9	4	5	4	3	9	3	2	8	7	1	2	5	0	0	2	7	1	0	16	1	1	0	0	3	1	4	0	2	0	2	0	
10	5	0	5	3	4	9	3	2	7	6	0	1	4	0	0	0	3	3	0	10	2	0	0	1	2	0	1	0	0	0	0	2	
