"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №742"	"УИК №743"	"УИК №744"	"УИК №745"	"УИК №746"	"УИК №747"	
1216	1878	2011	2089	2838	2860	2320	2116	2328	2214	1882	1352	1967	2376	1626	2555	2778	1111	2536	1505	1537	1482	1437	1322	1622	2087	1491	1297	1531	1204	1205	1389	1983	2544	611	439	148	90	153	278	
1050	1750	1900	2000	2850	2850	2300	2100	2300	1700	1700	1350	1800	2350	1550	2550	2700	923	2300	1400	1200	1481	1400	1200	1450	1900	1300	1100	1300	1050	1050	1200	1850	2250	628	440	149	92	157	280	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739	1172	1439	1410	1872	1914	1515	1438	1474	1545	1185	855	1179	1468	995	1448	1786	843	1720	959	1018	1425	930	961	1048	1373	1023	826	1067	748	747	933	1233	1904	350	372	125	89	153	276	
38	25	44	38	63	45	48	49	38	36	51	82	75	75	16	32	32	21	28	42	25	35	119	36	48	47	34	30	32	54	35	41	29	16	261	52	22	0	0	0	
273	553	417	552	915	891	737	613	788	119	464	413	546	807	539	1070	882	59	552	399	157	21	351	203	354	480	243	244	201	248	268	226	588	330	17	16	2	3	4	4	
38	25	44	38	63	45	48	49	38	36	51	82	75	75	16	32	32	21	28	42	25	35	119	36	48	47	34	30	32	54	35	41	29	16	261	52	22	0	0	0	
738	1170	1439	1409	1872	1914	1515	1438	1474	1542	1185	855	1179	1468	995	1447	1786	832	1719	959	1018	1424	930	961	1048	1373	1021	826	1067	748	747	933	1230	1904	350	372	125	89	153	276	
12	11	10	24	18	37	15	11	17	35	6	7	18	22	13	23	17	18	27	14	24	12	8	11	18	25	15	4	11	8	13	13	15	15	6	4	1	3	3	3	
764	1184	1473	1423	1917	1922	1548	1476	1495	1543	1230	930	1236	1521	998	1456	1801	835	1720	987	1019	1447	1041	986	1078	1395	1040	852	1088	794	769	961	1244	1905	605	420	146	86	150	273	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	15	17	16	25	15	16	18	19	14	11	8	11	15	13	8	16	4	20	12	8	6	15	19	10	13	11	10	8	11	8	7	12	19	3	3	1	0	0	2	
117	150	144	177	259	253	210	202	205	231	151	127	146	171	105	165	223	99	218	89	145	69	77	176	161	188	140	106	170	99	90	171	160	250	50	50	11	3	11	8	
30	62	67	70	94	87	90	80	116	78	56	72	85	105	76	109	104	59	90	58	71	37	44	60	54	73	43	51	77	58	67	39	59	81	36	31	8	13	14	73	
566	851	1165	1080	1390	1444	1137	1079	1082	1142	945	685	924	1142	758	1093	1336	617	1298	786	753	1309	846	654	770	1034	761	625	709	591	577	670	948	1450	498	323	122	68	115	152	
13	40	26	25	59	56	40	45	26	28	30	19	30	44	13	29	49	23	34	22	15	11	26	40	33	35	28	20	49	11	8	35	29	43	11	3	3	1	5	33	
11	13	14	13	20	20	18	10	9	13	8	8	13	11	10	22	15	6	12	6	7	2	10	11	14	15	20	11	17	10	7	5	8	15	4	6	0	0	1	2	
14	34	23	19	37	25	16	17	23	14	14	4	17	14	12	14	23	16	31	4	14	6	11	9	16	16	16	14	14	5	6	20	15	16	1	2	0	0	2	3	
8	19	17	23	33	22	21	25	15	23	15	7	10	19	11	16	35	11	17	10	6	7	12	17	20	21	21	15	44	9	6	14	13	31	2	2	1	1	2	0	
