"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №1198"	
1447	1091	2163	853	924	1974	2129	1278	1996	678	645	385	101	227	135	275	427	356	232	228	243	192	173	417	322	291	350	73	
1420	1100	2280	890	930	2000	2100	1300	2048	670	570	390	90	230	100	260	420	330	230	210	240	170	160	420	310	300	370	81	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
808	542	978	416	429	1072	1147	685	1105	353	335	182	26	104	33	111	169	160	121	113	135	76	40	218	185	122	145	52	
25	20	51	8	10	29	45	19	24	30	140	50	36	59	65	70	140	52	39	50	20	49	72	30	25	51	35	17	
587	538	1251	466	491	899	908	596	919	287	95	158	28	67	2	79	111	118	70	47	85	45	48	172	100	127	190	12	
25	20	51	8	10	29	45	19	24	30	140	50	36	59	65	70	140	52	39	50	20	49	72	30	25	51	35	17	
808	542	978	416	429	1072	1147	685	1105	353	335	182	26	104	33	111	169	160	121	113	135	76	40	218	185	122	145	52	
19	2	16	3	12	14	10	9	12	7	8	2	0	1	1	0	1	2	3	1	0	1	1	3	0	2	2	1	
814	560	1013	421	427	1087	1182	695	1117	376	467	230	62	162	97	181	308	210	157	162	155	124	111	245	210	171	178	68	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	8	9	9	1	15	9	3	10	3	3	2	0	0	4	0	0	2	0	3	0	0	1	0	3	1	3	0	
122	90	163	76	68	171	163	95	174	53	64	29	4	5	12	3	24	36	10	12	23	10	4	28	34	14	47	3	
67	36	71	21	40	78	53	55	73	29	33	10	7	9	7	7	22	19	8	11	8	8	16	13	16	9	17	6	
578	410	735	284	301	777	910	504	813	276	351	181	50	141	69	167	258	146	133	131	117	103	90	199	150	144	105	56	
13	10	14	13	11	20	21	14	18	7	4	3	0	2	2	3	1	2	2	1	6	1	0	3	3	2	1	2	
8	3	5	5	3	13	8	9	9	2	4	2	1	4	0	0	2	3	4	2	0	0	0	0	2	1	4	0	
7	1	8	9	2	8	9	9	12	3	3	1	0	0	1	1	1	0	0	2	0	1	0	0	2	0	1	1	
10	2	8	4	1	5	9	6	8	3	5	2	0	1	2	0	0	2	0	0	1	1	0	2	0	0	0	0	
