"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	
1568	1338	137	241	62	124	39	131	94	33	387	223	1890	85	23	118	242	47	136	110	186	35	60	107	51	33	
1356	1170	141	277	75	130	42	202	117	51	462	234	1652	94	43	141	237	43	170	144	186	38	66	110	55	34	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860	650	86	177	49	57	24	95	55	27	270	119	856	48	12	71	147	22	117	76	137	12	29	79	26	26	
87	73	4	39	3	14	6	13	12	5	31	15	55	1	3	5	19	14	16	24	14	9	8	10	7	0	
409	447	51	61	23	59	12	94	50	19	161	100	741	45	28	65	71	7	37	44	35	17	29	21	22	8	
87	73	4	39	3	14	6	13	12	5	31	15	55	1	3	5	19	14	16	24	14	9	8	10	7	0	
860	650	86	177	49	57	24	95	55	27	270	119	856	48	12	71	147	22	117	76	137	12	29	79	26	26	
11	1	2	1	1	0	0	1	1	0	1	0	9	2	0	2	1	0	2	0	1	1	1	1	0	0	
936	722	88	215	51	71	30	107	66	32	300	134	902	47	15	74	165	36	131	100	150	20	36	88	33	26	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	6	1	0	0	0	0	1	1	0	4	1	6	1	0	0	0	0	0	0	1	1	0	0	0	0	
145	62	5	14	3	3	5	6	9	1	31	27	104	8	1	4	3	3	9	11	11	3	2	2	8	2	
52	67	11	11	1	14	0	13	3	2	41	6	85	8	0	7	16	3	7	7	11	1	8	4	2	1	
704	577	70	189	47	54	25	87	52	29	217	96	681	29	14	61	141	30	114	80	120	14	26	81	22	23	
14	2	1	1	0	0	0	0	0	0	3	3	4	0	0	0	2	0	1	0	2	1	0	0	1	0	
10	2	0	0	0	0	0	0	1	0	2	0	8	0	0	2	2	0	0	2	4	0	0	1	0	0	
3	3	0	0	0	0	0	0	0	0	1	0	9	1	0	0	1	0	0	0	0	0	0	0	0	0	
4	3	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	
