"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	
1211	1084	1315	188	264	88	245	54	227	340	74	137	423	124	63	297	50	232	136	76	192	
1200	1100	1300	190	250	85	250	58	230	350	79	141	450	120	57	330	54	240	120	80	250	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
701	574	769	136	147	68	193	41	146	241	52	107	269	93	47	235	31	155	82	55	182	
52	100	149	25	47	4	19	4	49	33	11	15	75	7	4	25	12	25	26	11	2	
447	426	382	29	56	13	38	13	35	76	16	19	106	20	6	70	11	60	12	14	66	
52	100	149	25	47	4	19	4	49	33	11	15	75	7	4	25	12	25	26	11	2	
701	574	769	136	147	68	193	41	146	241	52	107	269	93	47	235	31	155	82	55	182	
13	6	9	10	0	4	6	0	3	7	4	0	0	0	0	7	3	2	0	0	0	
740	668	909	151	194	68	206	45	192	267	59	122	344	100	51	253	40	178	108	66	184	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	4	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	2	2	
156	88	138	5	31	4	19	2	22	36	3	4	47	7	1	15	4	48	17	8	28	
55	38	48	8	9	6	13	11	17	22	0	3	23	9	1	8	3	10	14	2	4	
519	519	701	135	150	57	171	31	152	201	56	113	266	84	48	228	33	115	74	53	143	
4	3	8	0	1	0	1	0	1	3	0	0	2	0	0	0	0	3	1	1	3	
3	5	7	0	1	0	2	0	0	3	0	1	4	0	0	0	0	0	2	0	0	
0	10	3	3	1	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	3	
2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
