"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	
2050	1321	497	231	161	1637	257	1622	1318	1339	634	95	945	746	585	912	1084	112	915	176	1043	
2000	1300	450	200	160	1600	250	1550	1300	1300	650	80	900	700	550	800	1050	100	900	160	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1220	825	371	141	96	989	159	902	714	769	353	51	483	517	464	741	795	76	760	122	678	
69	84	34	13	4	91	26	217	127	161	58	9	101	44	30	55	101	3	92	19	89	
711	391	45	46	60	520	65	431	459	370	239	20	316	139	56	4	154	21	48	19	233	
69	84	34	13	4	91	26	217	127	161	58	9	101	44	30	55	101	3	92	19	89	
1219	825	371	141	96	989	159	901	714	769	353	51	483	517	464	741	795	76	760	122	678	
27	8	10	1	1	14	3	15	16	11	3	0	4	28	29	0	0	0	0	0	11	
1261	901	395	153	99	1066	182	1103	825	919	408	60	580	533	465	796	896	79	852	141	756	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	11	2	0	1	3	1	14	3	3	1	0	6	1	1	7	0	4	1	0	11	
313	192	71	11	15	232	43	138	113	110	86	24	167	68	39	28	18	19	67	23	135	
57	42	3	12	2	55	8	73	37	59	18	2	22	20	3	17	1	2	5	7	43	
860	640	307	127	77	760	128	861	658	736	292	32	381	437	419	739	873	54	776	110	546	
6	4	10	2	1	3	2	3	3	4	4	2	1	3	1	3	3	0	1	0	7	
5	5	2	0	1	7	0	8	8	3	2	0	1	2	2	1	1	0	1	0	3	
8	2	0	0	2	5	0	4	2	4	3	0	1	2	0	1	0	0	0	1	7	
9	5	0	1	0	1	0	2	1	0	2	0	1	0	0	0	0	0	1	0	4	
