"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №2230"	"УИК №2298"	"УИК №2299"	
290	289	314	252	389	530	1769	1385	1380	1482	1579	476	1229	1279	670	862	1397	1357	1360	1352	1225	1267	1301	1363	1526	3256	1198	839	3184	826	1175	
209	196	233	203	361	474	1589	1249	1252	1345	1425	426	1099	1088	576	662	1287	1229	1251	1168	1113	1150	1185	1238	1499	2888	1135	728	3133	771	1150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179	160	200	153	207	304	1024	913	907	868	964	285	802	816	432	445	870	894	865	842	782	705	648	795	1078	2228	795	456	2773	419	659	
12	15	7	13	14	15	23	24	26	44	37	6	33	44	22	137	45	39	55	34	52	59	41	28	10	22	4	32	155	27	19	
18	21	26	37	140	154	542	311	319	433	424	135	264	228	122	80	372	296	331	292	279	386	496	415	411	638	336	240	205	325	472	
12	15	7	13	14	15	23	24	26	44	37	6	33	44	22	137	45	39	55	34	52	59	41	28	10	22	4	32	155	27	19	
179	160	200	153	207	304	1023	913	907	868	964	285	802	816	432	445	870	894	865	842	782	705	648	795	1077	2228	795	456	2747	419	658	
3	1	2	1	2	6	21	13	23	15	17	4	14	15	7	7	19	15	23	12	9	17	6	18	19	43	8	12	52	4	8	
188	174	205	165	219	313	1025	924	910	897	984	287	821	845	447	575	896	918	897	864	825	747	683	805	1068	2207	791	476	2850	442	669	
0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	1	0	1	4	4	6	7	8	7	2	3	4	2	2	12	6	5	8	5	9	3	4	2	12	7	1	16	2	6	
20	29	27	20	35	36	139	116	119	125	123	44	99	94	56	66	111	101	90	108	102	68	72	168	138	207	101	49	301	60	77	
9	12	19	10	13	25	76	63	54	85	60	13	56	59	35	32	53	66	76	59	63	57	46	65	121	219	63	50	292	34	68	
148	119	152	125	161	233	754	699	690	637	750	211	630	643	337	443	692	709	693	654	621	593	541	549	755	1659	599	360	2112	328	499	
2	7	3	6	4	6	21	10	12	13	16	4	8	15	6	9	7	10	11	12	12	7	4	9	30	75	5	5	84	7	9	
0	2	1	0	1	4	6	9	11	11	6	5	10	3	3	11	8	9	13	6	8	5	6	2	9	6	5	5	11	5	4	
6	0	2	4	0	3	14	10	6	7	8	6	8	12	3	8	5	8	5	9	6	3	6	8	9	14	6	5	16	2	4	
3	3	0	0	4	2	11	11	11	11	14	2	7	15	5	4	8	9	4	8	8	5	5	0	4	15	5	1	18	4	2	
