"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	"УИК №528"	"УИК №529"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	"УИК №534"	"УИК №535"	"УИК №536"	"УИК №537"	"УИК №538"	"УИК №539"	"УИК №540"	"УИК №541"	"УИК №542"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	
349	152	433	266	353	783	278	169	77	321	155	214	211	70	348	46	619	601	615	202	132	249	803	720	707	722	745	562	
300	167	400	250	300	700	250	180	77	300	152	200	200	72	300	48	600	600	600	200	129	200	700	650	650	650	700	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187	75	257	133	231	478	136	67	42	168	74	101	105	34	173	25	240	258	292	121	70	142	454	449	410	431	432	285	
10	10	20	8	17	18	13	22	13	11	9	8	15	0	11	2	48	44	23	10	11	8	20	55	39	25	26	10	
103	82	123	109	52	204	101	91	22	121	69	91	80	38	116	21	312	298	285	69	48	50	226	146	201	194	242	205	
10	10	20	8	17	18	13	22	13	11	9	8	15	0	11	2	48	44	23	10	11	8	20	55	39	25	26	10	
187	75	257	133	231	478	136	67	42	168	74	101	105	34	173	25	240	258	292	121	70	142	454	449	410	431	432	285	
1	0	6	2	5	1	3	0	0	4	0	1	0	0	2	0	3	2	2	0	0	3	8	5	1	5	6	2	
196	85	271	139	243	495	146	89	55	175	83	108	120	34	182	27	285	300	313	131	81	147	466	499	448	451	452	293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	2	1	2	2	0	2	
47	15	22	17	27	62	18	5	1	29	9	16	17	6	28	1	24	24	32	9	1	16	64	77	64	54	70	26	
7	4	26	22	26	34	16	9	5	24	9	9	6	2	18	4	25	30	30	9	8	17	33	22	22	45	24	30	
138	66	218	98	181	392	110	73	49	121	63	83	93	26	134	22	230	240	241	112	72	113	362	386	351	341	351	231	
0	0	1	0	3	3	0	1	0	0	0	0	0	0	1	0	2	3	4	1	0	0	1	4	2	3	4	3	
1	0	1	2	2	2	0	1	0	0	2	0	0	0	1	0	0	1	2	0	0	0	4	2	2	1	2	1	
1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	3	1	2	0	0	
2	0	2	0	1	1	0	0	0	0	0	0	3	0	0	0	1	1	3	0	0	0	0	4	4	3	1	0	
