"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	
1801	795	1498	2705	2027	1309	957	2101	1459	1596	428	1978	2256	2142	2173	885	2004	2014	2335	1694	1323	636	335	706	2439	2159	1444	1793	1583	808	1121	1211	
1800	790	1500	2700	2010	1310	955	2010	1450	1580	450	1900	2100	2140	2160	880	1900	2000	2300	1680	1315	630	330	700	2420	2150	1430	1800	1580	770	1110	1200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1673	742	1369	2511	1757	1170	879	1937	1407	1459	423	1801	2074	1997	2021	813	1831	1872	2160	1601	1259	630	312	650	2253	2025	1301	1685	1488	717	1080	1084	
12	11	31	31	128	35	15	68	32	25	5	28	24	0	3	9	0	0	30	0	0	0	0	0	17	0	47	0	0	9	4	26	
115	37	100	158	125	105	61	5	11	96	22	71	2	143	136	58	69	128	110	79	56	0	18	50	150	125	82	115	92	44	26	90	
12	11	31	31	128	35	15	68	32	25	5	28	24	0	3	9	0	0	30	0	0	0	0	0	17	0	47	0	0	9	4	26	
1673	742	1369	2511	1757	1170	879	1937	1407	1459	423	1801	2074	1997	2021	813	1831	1872	2160	1601	1259	630	312	650	2253	2025	1301	1685	1488	717	1080	1084	
0	0	11	0	0	0	0	0	9	44	15	14	18	13	20	47	9	76	0	0	0	2	0	0	35	0	0	0	0	0	9	3	
1685	753	1389	2542	1885	1205	894	2005	1430	1440	413	1815	2080	1984	2004	775	1822	1796	2190	1601	1259	628	312	650	2235	2025	1348	1685	1488	726	1075	1107	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	1	0	0	2	34	4	1	0	1	1	2	1	1	2	0	0	0	0	0	2	0	0	1	0	0	4	1	0	0	
135	44	77	148	106	45	40	65	45	67	8	99	75	107	114	12	100	46	79	82	40	18	26	50	123	109	66	99	86	47	28	46	
0	0	2	3	4	0	1	1	9	1	0	3	31	2	0	0	0	0	31	0	15	0	0	0	0	7	3	0	1	1	0	2	
1550	708	1303	2379	1764	1128	849	1905	1367	1368	405	1704	1946	1868	1887	762	1710	1750	2080	1519	1197	610	283	600	2112	1888	1279	1571	1384	674	1047	1052	
0	0	3	2	4	2	0	0	2	3	0	6	18	0	0	0	8	0	0	0	3	0	0	0	0	16	0	6	6	1	0	7	
0	0	2	3	3	0	2	0	3	0	0	0	5	4	0	0	2	0	0	0	4	0	1	0	0	3	0	4	2	0	0	0	
0	1	0	4	2	22	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	
0	0	1	2	2	8	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	
