"УИК №2703"	"УИК №2704"	"УИК №2705"	"УИК №2706"	"УИК №2707"	"УИК №2708"	"УИК №2709"	"УИК №2710"	"УИК №2711"	"УИК №2712"	"УИК №2713"	"УИК №2714"	"УИК №2715"	"УИК №2716"	"УИК №2717"	"УИК №2718"	"УИК №2719"	"УИК №2720"	"УИК №2721"	"УИК №2722"	"УИК №2723"	"УИК №2724"	"УИК №2725"	"УИК №2726"	"УИК №2727"	"УИК №2728"	"УИК №2729"	"УИК №2730"	"УИК №2731"	"УИК №2732"	"УИК №2733"	"УИК №3760"	"УИК №3761"	
1046	2533	2764	2184	2583	2130	2155	2362	2144	2036	2627	2325	2445	2178	2215	2601	2099	2431	2200	3436	3016	2726	2259	2466	2925	2663	2266	2565	2387	2380	3259	182	418	
850	2000	2200	1750	2100	1700	1800	1900	1700	1900	2100	1800	1800	1700	1800	1950	1600	2000	1650	2550	2700	1900	1800	1750	2000	2100	1650	2000	1900	1850	2400	250	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
693	1415	1516	1102	1284	1251	1190	1303	1176	1094	1472	1307	1366	1214	1206	1391	1129	1506	1121	2220	2286	1529	1250	1325	1692	1473	1257	1334	1311	1401	1886	179	283	
70	51	37	54	48	47	52	56	35	70	57	60	47	39	48	6	34	23	62	0	24	20	47	24	36	18	44	36	37	49	19	0	107	
87	534	647	594	768	402	558	541	489	736	571	433	387	447	546	553	437	471	467	330	390	351	503	401	272	609	349	630	545	397	495	71	210	
70	51	37	54	48	47	52	56	35	63	57	60	47	39	48	6	34	23	62	0	24	20	47	24	36	18	44	36	37	49	19	0	107	
693	1415	1513	1099	1276	1247	1190	1302	1173	1094	1469	1304	1364	1214	1203	1391	1129	1506	1120	2213	2284	1527	1249	1325	1692	1471	1257	1333	1311	1401	1883	179	283	
37	12	26	20	36	26	22	17	25	21	25	48	19	23	18	21	15	23	17	29	41	18	53	19	25	35	19	45	31	18	49	2	4	
726	1454	1524	1133	1288	1268	1220	1341	1183	1136	1501	1316	1392	1230	1233	1376	1148	1506	1165	2184	2267	1529	1243	1330	1703	1454	1282	1324	1317	1432	1853	177	386	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	11	29	7	17	16	17	12	11	19	21	12	14	19	10	8	7	4	10	17	20	23	14	13	9	12	9	7	13	15	15	0	2	
69	150	240	133	155	152	127	154	146	156	195	182	175	146	146	174	119	218	167	288	284	209	156	170	241	159	181	155	150	170	257	18	44	
30	69	58	53	57	68	71	73	60	43	100	94	108	55	67	116	71	117	76	92	78	89	70	77	130	81	73	71	52	84	54	13	14	
574	1088	1014	807	934	893	873	953	813	756	1039	894	982	885	914	986	898	1089	842	1585	1750	1089	908	974	1202	1060	943	997	992	1019	1335	132	302	
24	71	79	58	51	68	46	75	62	57	58	52	41	42	40	34	29	41	28	113	60	58	46	28	50	58	33	36	48	60	90	8	6	
3	6	21	8	7	8	13	9	14	11	6	1	11	4	9	20	7	5	14	21	11	7	4	8	17	12	6	5	12	19	15	1	1	
6	23	24	9	25	11	22	18	18	15	18	25	19	21	18	16	15	17	15	32	29	19	11	16	19	27	16	21	14	18	29	3	6	
16	36	59	58	42	52	51	47	59	79	64	56	42	58	29	22	2	15	13	36	35	35	34	44	35	45	21	32	36	47	58	2	11	
