"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	
2209	1356	188	369	317	288	388	445	328	172	319	435	278	359	216	138	307	974	342	315	243	309	198	231	287	203	315	
2200	1300	180	370	320	280	390	460	320	170	330	460	290	350	200	140	330	1000	340	320	250	300	200	230	290	220	330	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1523	863	83	203	237	227	267	245	204	118	206	269	186	178	143	71	209	554	225	159	140	160	120	126	119	106	167	
174	171	67	72	37	36	84	76	54	38	60	59	62	101	47	21	30	159	52	89	42	63	45	59	84	54	76	
503	266	30	95	46	17	39	139	62	14	64	132	42	71	10	48	91	287	63	72	68	77	35	45	87	60	87	
174	171	67	72	37	36	84	76	54	38	60	59	62	101	47	21	30	159	52	89	42	63	45	59	84	54	76	
1519	863	83	203	237	227	267	245	204	118	206	269	186	178	143	71	209	554	225	159	140	160	120	126	119	106	167	
23	18	0	0	4	1	0	5	2	6	0	11	2	3	4	1	6	8	4	0	0	1	0	1	0	0	2	
1670	1016	150	275	270	262	351	316	256	150	266	317	246	276	186	91	233	705	273	248	182	222	165	184	203	160	241	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

18	3	2	0	2	0	1	2	2	1	0	3	1	1	0	0	0	3	2	2	1	1	0	0	0	1	1	
338	223	13	22	55	34	48	25	35	8	27	18	20	22	19	20	32	115	36	43	27	31	14	17	18	16	23	
151	100	12	22	21	17	21	23	12	7	25	16	25	19	13	5	16	62	15	20	13	13	9	8	17	12	11	
1117	663	120	228	191	208	277	261	205	130	214	275	196	233	151	65	181	505	218	181	140	176	142	154	166	126	203	
16	8	0	0	0	0	1	2	1	2	0	1	1	1	1	0	0	4	1	2	1	0	0	1	1	0	0	
11	14	0	0	0	2	2	2	1	2	0	1	0	0	1	0	2	9	1	0	0	1	0	2	0	2	1	
13	5	2	2	1	0	0	1	0	0	0	3	1	0	1	1	2	6	0	0	0	0	0	0	1	3	0	
6	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	2	
