"УИК №1981"	"УИК №1982"	"УИК №1983"	"УИК №1984"	"УИК №1985"	"УИК №1986"	"УИК №1987"	"УИК №1988"	"УИК №1989"	"УИК №1990"	"УИК №1991"	"УИК №1992"	"УИК №1993"	"УИК №1994"	"УИК №1995"	"УИК №1996"	"УИК №1997"	"УИК №1998"	"УИК №1999"	"УИК №2000"	"УИК №2001"	"УИК №2002"	"УИК №2003"	"УИК №2004"	"УИК №2005"	"УИК №2006"	"УИК №2007"	"УИК №2008"	"УИК №2009"	"УИК №2010"	"УИК №2011"	"УИК №2012"	"УИК №2013"	
1835	1827	2188	1700	1666	2209	1113	1700	1290	1508	1508	1468	2264	2326	2816	1752	2222	1902	2316	1437	1830	1223	1012	2250	1140	1046	2137	2217	2229	1507	1540	1130	1074	
1500	1500	2000	1500	1500	2000	1000	1500	1200	1300	1250	1200	2000	2100	2600	1500	1900	1700	2000	1300	1600	1000	800	2000	1000	900	1900	1600	1900	1300	1400	900	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1190	1090	1310	1003	1038	1402	672	1065	740	935	1050	910	1391	1286	1545	1095	1280	1205	1380	908	1149	681	634	1390	627	630	1216	1247	1405	938	900	681	623	
18	127	26	29	13	42	6	25	29	20	35	6	35	16	37	31	137	16	30	27	24	67	7	26	7	4	51	85	17	22	24	16	8	
292	283	664	468	449	556	322	410	431	345	165	284	574	798	1018	374	483	479	590	365	427	252	159	584	366	266	633	268	478	340	476	203	269	
18	127	26	29	13	42	6	25	29	20	35	6	35	16	37	31	137	16	30	27	24	67	7	26	7	4	51	85	17	22	24	16	8	
1190	1090	1310	1003	1038	1402	672	1065	740	935	1050	910	1391	1286	1545	1094	1280	1205	1380	908	1148	681	634	1390	627	630	1216	1247	1405	938	900	681	623	
13	10	7	12	11	4	2	9	7	11	11	6	16	14	16	15	22	6	13	9	11	7	8	7	5	6	13	13	16	11	7	6	9	
1195	1207	1329	1020	1040	1440	676	1081	762	944	1074	910	1410	1288	1566	1110	1395	1215	1397	926	1161	741	633	1409	629	628	1254	1319	1406	949	917	691	622	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	8	6	15	11	14	7	5	10	9	2	6	15	8	7	11	12	8	21	8	11	5	2	10	0	6	7	14	7	11	8	4	4	
241	193	232	171	166	216	101	193	131	163	148	174	215	230	258	195	233	217	264	153	260	120	123	254	109	99	176	247	216	178	169	129	102	
33	77	48	52	49	56	35	53	24	39	41	36	63	59	72	53	71	56	76	36	36	32	20	53	33	22	56	54	44	30	35	24	27	
788	853	930	701	738	1042	472	749	530	667	818	610	1014	898	1101	778	975	869	950	650	765	514	420	966	460	461	911	891	987	630	612	457	422	
60	33	47	35	32	50	21	35	24	32	27	34	46	43	54	32	48	20	34	26	37	20	33	52	12	23	45	48	66	45	30	30	22	
4	8	12	9	12	11	8	6	2	6	10	6	8	8	9	4	14	8	11	8	4	5	4	4	3	2	11	5	10	9	6	4	10	
12	16	15	10	18	22	6	15	14	8	12	16	13	11	16	13	15	14	15	9	11	10	9	16	2	11	18	21	21	15	25	15	11	
41	19	39	27	14	29	26	25	27	20	16	28	36	31	49	24	27	23	26	36	37	35	22	54	10	4	30	39	55	31	32	28	24	
