"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	
1776	1746	2924	1725	1754	1697	1541	1490	1657	790	1554	838	1085	807	600	314	796	1014	659	1763	1685	659	1412	227	1540	210	357	207	467	1534	1577	329	687	117	1409	1452	1503	
1700	1700	2900	1600	1550	1500	1450	1400	1600	700	1500	800	970	800	600	300	800	930	600	1700	1700	600	1400	200	1500	200	300	200	430	1500	1590	300	630	100	1350	1400	1450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1359	1293	2084	923	1022	1132	1012	890	864	590	1190	740	815	675	495	272	663	600	484	1151	985	522	1071	182	843	185	277	182	391	1415	1282	256	541	100	1196	1189	1037	
78	59	110	239	144	154	192	173	322	80	125	32	53	36	23	13	94	154	93	133	279	34	94	15	260	10	21	12	20	61	273	8	27	0	64	48	105	
263	348	706	438	384	214	246	337	414	30	185	28	102	89	82	15	43	176	23	416	436	44	235	3	397	5	2	6	19	24	35	36	62	0	90	163	308	
78	59	110	239	144	154	192	173	322	80	125	32	53	36	23	13	94	154	93	133	279	34	94	15	260	10	21	12	20	61	273	8	27	0	64	48	105	
1359	1293	2084	923	1022	1132	1012	890	864	590	1190	740	815	675	495	272	663	600	484	1151	985	522	1071	182	843	185	277	182	391	1415	1282	256	541	100	1196	1189	1037	
4	13	24	18	3	17	10	34	18	9	22	11	17	0	0	1	6	5	5	8	19	2	16	0	0	0	0	0	6	10	4	3	2	0	4	6	12	
1433	1339	2170	1144	1163	1269	1194	1029	1168	661	1293	761	851	711	518	284	751	749	572	1276	1245	554	1149	197	1103	195	298	194	405	1466	1551	261	566	100	1256	1231	1130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	5	15	5	5	4	2	5	11	6	10	2	10	0	0	0	2	3	1	3	2	1	5	0	6	1	0	1	0	3	0	0	1	0	1	0	1	
341	208	302	189	207	152	119	127	182	100	167	137	142	117	84	24	44	98	98	184	188	74	228	9	163	20	38	20	43	175	152	12	70	2	91	154	140	
54	36	110	44	76	67	43	60	107	24	151	46	61	0	3	0	11	7	40	26	33	2	11	0	16	2	0	0	2	9	6	1	2	2	4	8	5	
1012	1064	1704	847	839	1026	1016	817	847	516	915	555	618	594	426	258	689	625	424	1040	992	472	891	188	903	168	260	170	358	1255	1376	245	491	94	1155	1056	978	
4	8	10	40	11	10	6	6	10	8	19	14	4	0	1	1	0	7	3	8	6	2	5	0	6	2	0	1	1	9	8	0	2	2	2	6	2	
10	11	18	9	17	4	4	4	7	4	21	2	14	0	3	0	5	4	5	8	15	3	7	0	6	2	0	2	0	14	9	1	0	0	2	6	3	
8	4	6	7	5	3	2	7	2	0	6	5	2	0	0	0	0	3	1	5	6	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	
2	3	5	3	3	3	2	3	2	3	4	0	0	0	1	1	0	2	0	2	3	0	2	0	1	0	0	0	1	1	0	2	0	0	0	1	1	
