"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	
1905	1143	98	2151	353	108	107	910	663	147	358	2384	136	167	337	177	177	895	173	128	108	
1730	1070	80	2070	290	90	80	710	600	130	330	2200	110	150	320	160	150	850	160	110	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1057	649	76	1008	188	40	53	323	359	57	177	1211	70	82	160	72	77	397	70	54	56	
64	43	0	92	14	10	8	160	22	11	13	82	8	0	14	2	22	86	11	5	15	
609	378	4	970	88	40	19	227	219	62	140	907	32	68	146	86	51	367	79	51	9	
64	43	0	92	14	10	8	160	22	11	13	82	8	0	14	2	22	86	11	5	15	
1057	649	76	1008	188	40	53	323	359	57	177	1211	70	82	160	72	77	397	70	54	56	
18	13	0	16	0	1	1	10	5	0	2	19	0	0	0	0	0	6	1	0	2	
1103	679	76	1084	202	49	60	473	376	68	188	1274	78	82	174	74	99	477	80	59	69	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	5	0	7	1	0	0	5	0	0	0	2	0	0	1	0	0	6	2	0	1	
145	76	11	119	20	2	4	23	43	7	8	131	3	8	9	8	5	47	5	9	9	
90	60	10	77	15	6	3	50	45	8	20	96	7	9	12	4	20	36	1	5	9	
814	512	50	844	158	38	51	375	265	52	154	1002	67	63	147	62	71	368	66	42	46	
14	9	5	15	1	0	2	8	11	0	1	16	0	2	2	0	0	12	1	1	1	
9	1	0	4	4	1	0	2	1	0	2	8	1	0	3	0	0	0	2	0	0	
9	8	0	4	1	1	0	4	5	1	1	11	0	0	0	0	2	7	1	0	2	
12	8	0	14	2	1	0	6	6	0	2	8	0	0	0	0	1	1	2	2	1	
