"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	
1465	1778	1742	1840	1703	1537	1393	1590	256	188	107	286	136	301	47	156	1433	1934	1898	1978	1672	1373	1696	1686	1799	1763	1326	452	1765	842	456	120	98	599	2421	996	347	113	375	151	113	601	1361	80	248	93	111	379	190	
1450	1800	1750	1800	1700	1500	1400	1500	250	190	90	290	130	300	40	150	1500	1950	1900	2000	1750	1400	1700	1600	1700	1750	1300	450	1750	800	400	120	80	550	2200	1000	300	100	350	150	100	550	1400	80	250	100	120	300	300	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	
801	944	994	1013	896	844	660	858	114	94	76	161	99	184	28	80	681	1128	1210	1150	950	795	963	1035	989	1010	742	284	1091	468	285	31	55	445	1136	548	192	75	199	51	54	340	624	49	122	41	66	202	52	
22	38	36	27	39	16	27	21	19	6	0	11	6	4	0	7	15	26	14	27	54	34	32	15	18	29	11	16	21	6	5	3	2	3	115	27	22	7	27	7	11	9	49	0	17	1	13	22	111	
627	818	720	760	765	640	713	621	117	90	14	118	25	112	12	63	804	796	676	823	746	571	705	550	693	711	547	150	638	326	110	86	23	102	949	425	86	18	124	92	35	79	727	31	111	58	41	76	137	
22	38	36	27	39	16	27	21	19	6	0	11	6	4	0	7	15	26	14	27	54	34	32	15	18	29	11	16	21	6	5	3	2	3	115	27	22	7	27	7	11	131	49	0	17	1	13	22	111	
801	944	994	1013	896	844	659	858	114	94	76	161	99	184	28	80	681	1127	1210	1150	950	795	963	1035	989	1010	742	284	1091	468	285	31	55	445	1136	548	192	75	199	51	54	340	624	49	122	41	66	202	52	
15	14	18	17	12	12	14	23	1	1	0	0	2	2	0	0	9	22	16	8	11	14	20	18	17	11	13	2	7	10	4	0	0	12	30	15	3	0	1	1	1	5	14	0	2	0	3	1	0	
808	968	1012	1023	923	848	672	856	132	99	76	172	103	186	28	87	687	1131	1208	1169	993	815	975	1032	990	1028	740	298	1105	464	286	34	57	436	1221	560	211	82	225	57	64	466	659	49	137	42	76	223	163	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	6	6	6	12	4	5	5	1	0	0	1	0	1	0	2	5	7	5	7	18	6	12	10	10	9	4	0	8	3	4	1	0	4	8	1	3	0	0	0	2	8	6	2	2	0	0	2	2	
100	91	88	119	134	79	62	80	11	9	2	18	3	13	2	5	61	141	131	127	123	84	92	95	89	103	86	23	99	34	25	4	2	83	153	67	16	3	14	4	8	59	112	3	7	3	16	24	10	
103	117	112	115	96	94	68	94	16	5	9	22	15	28	8	19	95	111	119	112	84	72	84	124	106	143	96	32	122	55	35	3	9	102	143	59	20	9	21	9	11	71	73	2	16	8	5	25	26	
556	720	771	731	640	627	511	644	104	84	62	129	79	134	17	56	496	838	898	865	723	609	742	755	746	723	512	231	823	356	207	25	46	235	870	417	166	69	188	44	43	318	452	42	111	30	54	167	120	
20	12	11	22	16	21	7	11	0	0	1	1	0	2	1	3	14	16	20	25	11	21	12	20	15	24	15	4	16	6	1	0	0	5	8	6	1	0	2	0	0	5	5	0	1	0	0	1	2	
10	9	6	15	5	7	7	4	0	0	1	1	2	4	0	0	3	6	15	6	11	11	8	6	8	12	9	4	10	1	2	0	0	3	15	7	3	1	0	0	0	0	3	0	0	1	0	1	1	
5	6	7	3	6	4	5	8	0	0	1	0	1	3	0	1	5	6	10	18	11	6	11	10	5	7	12	2	9	6	8	0	0	2	12	3	2	0	0	0	0	3	6	0	0	0	1	2	1	
8	7	11	12	14	12	7	10	0	1	0	0	3	1	0	1	8	6	10	9	12	6	14	12	11	7	6	2	18	3	4	1	0	2	12	0	0	0	0	0	0	2	2	0	0	0	0	1	1	
