"УИК №1333"	"УИК №1334"	"УИК №1335"	"УИК №1336"	"УИК №1337"	"УИК №1338"	"УИК №1339"	"УИК №1340"	"УИК №1341"	"УИК №1342"	"УИК №1343"	"УИК №1344"	"УИК №1345"	"УИК №1346"	"УИК №1347"	"УИК №1348"	"УИК №1349"	"УИК №1350"	"УИК №1351"	"УИК №1352"	"УИК №1353"	"УИК №1354"	"УИК №1355"	"УИК №1356"	"УИК №1357"	"УИК №1358"	"УИК №1359"	"УИК №1360"	"УИК №1361"	"УИК №1362"	"УИК №1363"	"УИК №1364"	"УИК №1365"	"УИК №1366"	"УИК №1367"	"УИК №1368"	"УИК №1369"	"УИК №1370"	
238	573	80	421	428	256	459	105	205	1146	660	991	335	233	570	496	73	529	319	440	490	266	670	325	535	259	528	765	123	196	196	271	710	96	296	1048	1539	845	
256	636	79	444	464	262	488	114	209	1175	694	1049	358	237	616	545	77	592	353	453	538	274	694	331	570	272	550	792	131	201	210	286	758	99	319	1135	1623	879	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
216	552	61	387	392	241	409	94	190	1125	648	969	331	217	520	467	67	489	291	426	455	249	646	313	512	252	508	744	113	188	192	265	687	91	279	952	1392	804	
19	15	12	33	32	13	43	10	11	8	7	12	0	13	38	23	4	35	26	9	26	15	14	6	17	5	15	15	7	6	3	5	17	1	13	36	61	33	
21	69	6	24	40	8	36	10	8	42	39	68	27	7	58	55	6	68	36	18	57	10	34	12	41	15	27	33	11	7	15	16	54	7	27	147	170	42	
19	15	12	33	32	13	43	10	11	8	7	12	0	13	38	23	4	35	26	9	26	15	14	6	17	5	15	15	7	6	3	5	17	1	13	36	61	33	
216	552	61	387	392	241	409	94	190	1125	648	969	331	217	520	467	67	489	291	426	455	249	646	313	512	252	508	744	113	188	192	265	687	91	279	951	1392	804	
1	3	0	0	2	1	0	0	0	0	3	3	1	0	0	2	0	0	1	1	0	1	2	0	2	1	2	1	0	1	1	0	0	1	1	0	1	3	
234	564	73	420	422	253	452	104	201	1133	652	978	330	230	558	488	71	524	316	434	481	263	658	319	527	256	521	758	120	193	194	270	704	91	291	987	1452	834	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	3	1	0	0	0	0	1	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	10	1	
5	10	3	6	7	6	6	6	2	20	18	8	6	7	18	10	0	11	11	5	10	7	10	7	12	6	11	10	4	4	2	2	13	1	2	28	80	17	
2	7	1	2	5	3	3	0	1	15	3	6	11	0	2	6	0	7	2	1	5	2	8	1	7	2	2	5	0	0	1	2	10	2	3	7	25	6	
225	544	69	405	409	244	442	98	198	1072	628	939	310	223	534	470	71	506	302	426	461	254	638	304	506	247	503	743	116	189	190	265	674	87	283	940	1290	801	
1	1	0	1	0	0	0	0	0	15	2	5	0	0	1	2	0	0	0	1	2	0	0	3	0	1	2	0	0	0	0	1	1	0	0	2	16	3	
1	1	0	1	0	0	0	0	0	0	1	5	1	0	1	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	1	0	2	1	2	2	9	2	
0	0	0	1	0	0	1	0	0	5	0	4	2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	13	2	
0	0	0	1	0	0	0	0	0	5	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	3	9	2	
