"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №242"	
309	268	112	343	83	95	228	162	396	113	1621	525	700	1014	100	142	1197	126	309	77	421	98	136	522	1620	
305	280	152	353	84	95	221	157	408	109	1600	540	790	1030	93	130	1200	131	374	86	466	97	136	588	1610	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227	195	107	274	61	72	164	146	325	100	1007	397	549	682	78	110	874	101	239	67	324	90	111	390	1011	
8	9	5	15	3	7	9	2	20	7	36	21	29	33	2	0	38	6	14	3	28	3	5	35	87	
70	76	40	64	20	16	48	9	63	2	557	122	212	315	13	20	288	24	121	16	114	4	20	163	512	
8	9	5	15	3	7	9	2	20	7	36	21	29	33	2	0	38	6	14	3	28	3	5	35	87	
227	195	107	274	61	72	164	146	325	100	1006	397	549	682	78	110	874	101	239	67	324	90	111	390	1011	
1	0	6	1	2	0	0	1	2	0	16	5	9	8	0	2	13	0	0	0	2	0	0	4	12	
234	204	106	288	62	79	173	147	343	107	1026	413	569	707	80	108	899	107	253	70	350	93	116	421	1086	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	0	0	0	0	0	0	0	0	1	1	2	1	0	1	3	0	2	0	1	0	0	2	1	
27	18	1	11	0	6	10	16	53	16	195	55	49	83	1	8	105	21	48	13	36	18	18	88	205	
2	5	9	7	0	3	0	3	5	2	54	4	5	13	4	2	16	1	5	0	19	1	3	16	35	
202	178	96	269	62	70	161	128	284	88	751	349	500	596	74	92	759	84	190	55	291	73	93	313	821	
1	0	0	1	0	0	0	0	0	1	12	0	6	10	0	2	11	1	1	1	0	0	1	1	10	
1	0	0	0	0	0	0	0	1	0	4	2	4	1	1	3	1	0	3	1	1	1	1	1	6	
0	0	0	0	0	0	2	0	0	0	5	2	1	1	0	0	0	0	0	0	1	0	0	0	2	
0	2	0	0	0	0	0	0	0	0	4	0	2	2	0	0	4	0	4	0	1	0	0	0	6	
