"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	
607	113	381	147	486	247	263	163	311	247	155	397	224	346	395	264	239	143	179	387	297	309	195	207	1368	494	468	1445	1528	1284	
525	95	323	119	415	203	240	141	294	226	128	332	197	303	355	230	203	114	156	318	255	270	166	165	1126	429	376	1220	1335	1065	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377	74	183	76	246	111	174	96	142	142	71	220	88	182	222	163	99	86	80	169	123	152	87	98	683	287	255	819	1012	774	
90	13	79	28	154	72	48	32	122	70	40	91	87	98	104	65	96	28	48	119	92	66	51	60	231	88	47	94	84	100	
58	8	61	15	15	20	18	13	30	14	17	21	22	23	29	2	8	0	28	30	40	52	28	7	212	54	74	307	239	191	
90	13	79	28	154	72	48	32	122	70	40	91	87	98	104	65	96	28	48	119	92	66	51	60	231	88	47	94	84	100	
377	74	183	76	246	111	174	96	142	142	71	220	88	182	222	163	99	86	80	169	123	152	87	98	683	287	255	819	1012	774	
3	0	1	3	3	3	0	1	2	3	0	1	0	0	2	3	0	3	2	0	1	2	2	3	3	2	2	13	13	8	
464	87	261	101	397	180	222	127	262	209	111	310	175	280	324	225	195	111	126	288	214	216	136	155	911	373	300	900	1083	866	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	1	0	2	2	1	1	1	2	0	2	2	0	0	0	1	0	0	0	1	0	1	0	1	1	2	5	2	3	
39	6	19	0	24	10	13	1	16	15	4	18	12	3	9	9	4	4	13	29	8	12	11	7	54	20	20	82	126	94	
26	6	28	3	16	6	17	6	13	13	5	14	12	21	15	10	8	4	2	12	4	9	6	18	42	24	14	36	32	43	
386	74	212	97	345	159	191	116	230	179	98	272	147	255	296	205	181	101	108	246	201	194	116	127	808	326	263	766	902	707	
3	1	0	0	5	2	0	1	1	0	0	0	1	0	2	0	0	1	2	0	0	0	0	0	3	1	0	7	11	8	
4	0	0	1	1	0	0	2	0	0	3	1	0	1	2	1	1	1	1	1	0	1	2	2	1	0	1	2	2	7	
3	0	1	0	3	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	8	1	
0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
