"УИК №1662"	"УИК №1663"	"УИК №1664"	"УИК №1665"	"УИК №1666"	"УИК №1667"	"УИК №1668"	"УИК №1669"	"УИК №1670"	"УИК №1671"	"УИК №1672"	"УИК №1673"	"УИК №1674"	"УИК №1675"	"УИК №1676"	"УИК №1677"	"УИК №1678"	"УИК №1679"	"УИК №1680"	"УИК №1681"	"УИК №1682"	"УИК №1683"	"УИК №1684"	"УИК №1685"	"УИК №1686"	"УИК №1687"	"УИК №1688"	"УИК №1689"	"УИК №1690"	"УИК №1691"	"УИК №1692"	"УИК №1693"	"УИК №1694"	"УИК №1695"	"УИК №1696"	"УИК №1697"	"УИК №1698"	"УИК №1699"	"УИК №1700"	"УИК №1701"	"УИК №1702"	"УИК №1703"	"УИК №1704"	"УИК №1705"	"УИК №1706"	"УИК №1707"	"УИК №1708"	
1173	669	1763	1421	1131	630	1242	900	835	512	1050	387	199	160	361	248	468	955	531	243	258	372	115	289	276	455	586	332	665	703	186	291	599	581	473	519	250	169	194	398	155	464	285	436	325	580	369	
1200	670	1700	1400	1100	730	1300	900	810	520	1050	400	190	160	360	250	450	990	540	250	260	410	110	300	310	480	590	360	700	720	180	290	610	580	500	540	240	160	210	395	155	440	270	420	325	580	380	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
550	583	1419	838	917	611	970	573	777	462	921	344	183	148	305	197	336	780	383	173	129	311	99	253	257	392	483	298	567	608	135	242	573	375	362	352	198	136	165	341	134	361	221	363	302	478	286	
46	31	91	57	50	19	54	21	18	17	24	20	5	12	24	21	57	55	42	38	17	31	5	18	19	24	44	15	37	60	14	12	9	35	35	30	13	10	0	28	12	57	35	40	23	56	41	
604	56	190	505	133	100	276	306	15	41	105	36	2	0	31	32	57	155	115	39	114	68	6	29	34	64	63	47	96	52	31	36	28	170	103	158	29	14	45	26	9	22	14	17	0	46	53	
46	31	91	57	50	19	54	21	18	17	24	20	5	12	24	21	57	55	42	38	17	31	5	18	19	24	44	15	37	60	14	12	9	35	35	30	13	10	0	28	12	57	35	40	23	56	41	
550	583	1419	838	917	611	970	573	777	462	921	344	183	148	305	197	336	780	383	173	129	311	99	253	257	392	483	298	567	608	135	242	573	375	362	352	198	136	165	341	134	361	221	363	302	478	286	
9	0	25	10	8	2	12	9	0	0	0	0	0	0	1	2	5	23	1	0	2	0	0	2	1	0	7	0	0	5	2	0	0	8	4	4	1	1	0	0	0	1	1	9	0	0	0	
587	614	1485	885	959	628	1012	585	795	479	945	364	188	160	328	216	388	812	424	211	144	342	104	269	275	416	520	313	604	663	147	254	582	402	393	378	210	145	165	369	146	417	255	394	325	534	327	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	1	10	7	3	2	5	1	2	2	9	0	0	0	2	0	1	6	3	0	1	0	0	0	0	1	1	0	1	0	2	0	0	3	2	0	2	1	0	0	0	3	0	0	0	1	0	
86	70	220	199	112	38	133	192	28	17	31	3	5	7	31	29	13	100	36	40	18	26	3	27	23	7	20	10	35	37	9	6	25	82	29	53	38	28	6	40	13	32	28	33	10	33	26	
50	4	65	62	41	2	58	29	16	19	15	20	6	5	20	7	14	31	25	6	13	14	4	6	1	11	4	9	5	5	4	6	0	16	20	24	11	8	9	0	3	13	4	14	8	10	10	
428	534	1155	589	770	583	794	353	740	434	878	334	177	147	266	177	355	646	351	163	107	294	97	236	249	393	493	294	560	616	130	241	557	289	337	287	150	108	149	329	129	351	220	343	307	480	284	
9	2	10	5	8	0	5	5	4	1	4	0	0	1	2	1	1	9	4	0	0	2	0	0	1	0	0	0	0	4	2	0	0	3	1	9	2	0	1	0	0	8	0	4	0	2	3	
4	1	17	6	11	0	14	1	2	2	3	4	0	0	2	2	3	6	2	1	4	3	0	0	1	4	2	0	1	1	0	1	0	3	4	3	2	0	0	0	0	5	3	0	0	5	2	
2	1	4	10	5	3	2	3	1	3	2	3	0	0	4	0	1	3	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	4	0	2	4	0	0	0	1	4	0	0	0	2	2	
2	1	4	7	9	0	1	1	2	1	3	0	0	0	1	0	0	11	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	
