"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	"УИК №739"	"УИК №740"	"УИК №742"	"УИК №743"	"УИК №744"	"УИК №745"	"УИК №747"	"УИК №750"	"УИК №751"	"УИК №752"	"УИК №753"	"УИК №754"	"УИК №755"	"УИК №756"	"УИК №757"	"УИК №758"	
1679	1607	1436	1418	1287	1320	1394	1384	670	1477	1681	920	1580	1468	517	941	731	290	182	129	146	
1570	1490	1260	1310	1210	1230	1290	1270	630	1400	1530	850	1480	1360	460	880	680	260	170	120	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1119	1067	824	901	832	828	861	797	421	881	936	502	865	798	248	466	435	173	98	70	72	
52	60	115	40	81	53	76	75	27	54	42	40	100	71	33	62	46	22	13	11	17	
399	363	321	369	297	349	352	398	182	465	552	308	515	491	179	352	199	65	59	39	41	
52	60	115	40	81	53	76	75	27	54	42	40	100	71	33	62	46	22	13	11	17	
1119	1067	824	901	832	828	861	797	421	881	936	502	865	798	248	466	435	173	98	70	72	
17	13	13	8	8	13	10	11	6	17	14	13	7	17	3	5	8	0	0	1	2	
1154	1114	926	933	905	868	927	861	442	918	964	529	958	852	278	523	473	195	111	80	87	
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	12	6	4	7	3	5	13	3	3	4	1	6	8	1	5	2	2	1	1	0	
278	207	181	173	165	166	199	178	90	192	256	127	230	192	42	107	156	47	38	16	8	
76	51	52	57	47	59	54	86	27	79	70	62	75	51	19	33	35	14	5	5	5	
760	822	658	679	654	614	642	552	298	615	618	325	627	575	210	356	268	127	64	55	73	
9	5	10	7	11	6	10	10	7	9	5	5	8	12	2	8	8	2	2	1	0	
7	9	13	8	7	14	10	12	6	12	8	3	6	6	3	6	1	0	1	1	0	
8	5	2	2	4	4	4	4	9	5	2	4	4	4	0	4	1	3	0	0	1	
10	3	4	3	10	2	3	6	2	3	1	2	2	4	1	4	2	0	0	1	0	
