"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	
2300	1333	1657	2016	862	431	1183	1283	1903	1589	206	1921	333	338	381	130	624	1525	1874	630	2537	1844	935	1486	1630	950	
2250	1350	1650	2050	850	500	1200	1250	1900	1600	198	1950	332	333	377	135	625	1500	1850	600	2650	1850	900	1450	1600	940	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1304	841	899	1058	508	258	663	727	997	886	147	1347	273	283	340	83	506	729	948	323	1443	1128	552	822	973	543	
163	60	221	167	76	29	100	78	87	167	19	79	16	5	6	8	31	147	126	77	173	120	41	110	108	104	
783	449	530	825	266	213	437	445	816	547	32	524	43	45	31	44	88	624	776	200	1034	602	307	518	519	293	
163	60	221	167	76	29	100	78	87	167	19	79	16	5	6	8	31	147	126	77	173	120	41	110	108	104	
1304	841	899	1058	508	258	663	727	996	886	147	1345	273	283	340	83	506	729	948	323	1443	1128	552	822	972	543	
36	19	15	9	11	7	18	15	20	15	0	32	4	4	3	0	1	9	15	7	24	18	18	10	12	5	
1431	882	1105	1216	573	280	745	790	1063	1038	166	1392	285	284	343	91	536	867	1059	393	1592	1230	575	922	1068	642	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	6	5	5	3	1	6	10	5	6	1	5	2	6	1	0	6	6	5	2	16	7	3	7	2	2	
182	97	140	172	66	33	73	88	185	122	17	192	22	24	25	8	43	118	172	48	238	173	71	148	160	63	
74	52	39	76	33	11	68	55	84	46	8	80	18	29	15	14	20	65	56	19	120	82	41	79	63	40	
1134	713	894	924	461	228	577	630	771	847	137	1088	239	203	299	66	455	656	808	319	1187	929	439	672	823	529	
7	8	10	18	4	4	4	2	7	9	0	8	0	1	1	1	5	12	6	4	9	11	9	7	4	3	
10	2	7	10	0	2	11	3	4	5	0	6	0	6	2	1	2	4	8	0	14	17	4	4	7	3	
6	4	4	7	6	1	3	0	3	2	3	5	2	14	0	1	4	3	2	0	3	8	5	5	7	2	
7	0	6	4	0	0	3	2	4	1	0	8	2	1	0	0	1	3	2	1	5	3	3	0	2	0	
