"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1405"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	
167	288	76	238	85	83	253	179	1321	1229	182	297	404	232	125	808	555	269	104	351	74	
170	320	90	260	80	85	260	180	1330	1280	200	310	430	240	130	830	550	300	100	360	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120	191	62	200	68	54	182	134	748	645	112	178	301	173	98	573	339	202	68	242	44	
20	28	5	9	6	5	23	10	74	36	20	11	29	23	10	38	42	27	22	11	8	
30	101	23	51	6	26	55	36	508	599	68	121	100	44	22	219	169	71	10	107	23	
20	28	5	9	6	5	23	10	74	36	20	11	29	23	10	38	42	27	22	11	8	
120	191	62	200	68	54	182	134	748	645	112	178	301	173	98	573	339	202	68	242	44	
0	3	0	1	2	0	5	0	11	12	0	3	3	1	1	7	5	3	1	1	0	
140	216	67	208	72	59	200	144	811	669	132	186	327	195	107	604	376	226	89	252	52	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	0	0	3	0	0	0	0	7	4	0	1	0	1	0	5	2	2	0	3	1	
2	6	0	6	14	3	16	10	140	131	10	24	24	8	7	83	45	11	5	26	9	
16	32	8	12	3	11	19	16	92	60	16	18	20	41	8	61	35	7	1	26	0	
116	172	59	187	52	43	161	118	547	460	104	140	280	144	92	443	288	202	83	187	41	
1	0	0	0	1	1	0	0	10	8	0	3	1	0	0	2	1	2	0	1	0	
1	2	0	0	0	0	1	0	9	1	2	0	1	0	0	5	1	1	0	3	0	
0	4	0	0	2	0	0	0	3	2	0	0	0	1	0	3	2	0	0	2	0	
0	0	0	0	0	1	3	0	3	3	0	0	1	0	0	2	2	1	0	4	1	
