"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	
1150	828	775	878	515	405	326	42	492	132	502	429	156	122	282	402	201	725	400	74	366	58	83	212	40	668	246	343	291	502	179	179	501	24	252	332	
1013	726	732	841	480	425	336	45	550	144	535	461	179	140	299	420	224	786	399	74	397	57	87	207	37	738	275	367	332	601	219	187	557	20	310	376	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
815	594	534	651	385	303	262	42	328	107	373	299	143	113	220	291	166	473	283	59	302	53	70	173	34	486	210	268	229	369	128	128	353	18	171	231	
62	30	63	31	15	32	19	0	67	3	37	30	5	5	22	11	7	50	21	0	14	1	0	4	2	20	8	24	14	35	6	2	34	0	25	19	
136	102	135	159	80	90	55	3	155	34	125	132	31	22	57	118	51	263	95	15	81	3	17	30	1	232	57	75	89	197	85	57	170	2	114	126	
62	30	63	31	15	32	19	0	67	3	37	30	5	5	22	11	7	50	21	0	14	1	0	4	2	20	8	24	14	35	6	2	34	0	25	19	
815	594	534	651	385	303	262	42	328	107	373	299	143	113	220	291	166	473	283	59	302	53	70	173	34	486	210	268	229	369	128	128	353	18	171	231	
4	2	8	5	5	0	1	0	0	0	5	0	0	0	2	1	0	3	1	0	0	0	0	1	0	0	1	1	2	3	3	0	2	0	1	1	
873	622	589	677	395	335	280	42	395	110	405	329	148	118	240	301	173	520	303	59	316	54	70	176	36	506	217	291	241	401	131	130	385	18	195	249	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	1	1	0	1	0	0	2	1	1	3	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	
402	230	237	296	170	158	88	1	117	48	147	140	30	27	95	158	92	297	104	32	70	24	39	89	21	210	91	115	92	112	34	40	162	7	54	112	
3	5	6	3	4	1	2	0	2	1	2	2	0	2	2	1	1	3	3	1	0	0	0	0	1	4	0	3	1	1	3	2	4	0	0	2	
453	376	335	363	217	173	187	41	269	59	251	181	115	87	138	138	79	214	188	24	242	30	30	83	13	285	125	172	144	285	94	85	217	11	140	133	
9	5	4	9	2	2	2	0	2	0	3	2	2	0	5	3	1	2	4	0	2	0	1	3	1	4	1	0	3	3	0	1	2	0	1	1	
0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
0	2	3	1	1	0	1	0	2	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
4	3	3	3	1	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
