"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №782"	
1654	1431	1569	1717	1231	1830	1259	1178	1193	1278	1662	1459	1503	1540	1322	1151	1542	1522	1403	1535	1406	1117	1544	1460	1452	1275	1091	1370	1409	1207	985	1012	979	1014	1406	189	
1200	1100	1200	1300	1000	1400	1000	1000	1000	1000	1200	850	833	827	653	1000	1100	1100	814	932	851	693	827	903	818	732	553	1000	1100	1000	800	800	800	800	1000	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
800	767	683	953	634	884	551	626	567	664	746	803	785	776	616	638	855	858	662	906	818	658	792	859	769	677	475	714	636	640	521	507	539	520	732	169	
29	23	47	29	15	37	22	23	39	44	98	47	48	51	37	44	23	34	152	26	33	35	35	44	49	55	78	41	34	48	37	22	28	26	93	16	
371	310	470	318	351	479	427	351	394	292	356	0	0	0	0	318	222	208	0	0	0	0	0	0	0	0	0	245	430	312	242	271	233	254	175	15	
29	23	47	29	15	37	22	23	39	44	98	47	48	51	37	44	23	34	152	26	33	35	35	44	49	55	78	41	34	48	37	22	28	26	93	16	
800	767	683	953	634	884	551	626	567	664	745	802	781	775	614	638	855	858	657	906	816	657	791	859	769	676	475	714	636	640	521	506	539	520	732	169	
10	7	7	15	6	7	6	6	6	2	4	7	5	3	8	8	9	10	24	6	6	10	7	3	3	2	8	8	6	6	6	6	4	4	3	1	
819	783	723	967	643	914	567	643	600	706	839	842	824	823	643	674	869	882	785	926	843	682	819	900	815	729	545	747	664	682	552	522	563	542	822	184	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	9	1	9	4	9	5	9	5	8	10	10	5	5	8	6	16	6	5	12	6	8	9	4	5	3	4	7	3	12	5	9	3	5	7	0	
118	108	82	137	84	114	67	87	70	85	83	106	111	137	82	87	154	130	77	139	110	77	111	126	117	105	69	81	88	102	83	53	73	68	108	29	
70	56	58	64	42	88	46	46	65	67	76	72	69	75	46	49	71	83	54	77	65	40	74	82	57	66	47	66	50	50	62	36	44	35	76	8	
597	569	560	705	482	679	425	466	439	510	621	620	605	570	478	503	595	623	609	638	611	520	581	652	607	518	411	551	497	478	373	393	415	411	592	137	
16	17	11	22	14	17	9	14	11	20	27	11	17	13	11	14	16	14	20	23	21	18	19	15	11	15	3	17	13	18	13	15	11	8	13	7	
5	7	6	4	4	4	4	6	3	1	6	9	7	10	2	6	8	7	7	8	5	3	7	5	3	7	3	1	6	8	2	3	4	4	9	1	
2	8	1	8	7	2	8	10	3	4	7	4	4	6	9	4	3	14	9	9	12	7	7	8	6	5	3	10	4	6	3	9	4	7	9	1	
9	9	4	18	6	1	3	5	4	11	9	10	6	7	7	5	6	5	4	20	13	9	11	8	9	10	5	14	3	8	11	4	9	4	8	1	
