"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №3639"	"УИК №3640"	
2518	870	3112	2969	2941	3054	2651	2464	1863	2290	2169	2055	2088	2075	2311	2455	2350	2431	2457	2579	2631	94	136	
2100	1100	2150	2100	2100	2100	2100	2100	1600	1600	1600	1600	1600	1600	2100	2100	2100	2100	2100	2100	2100	200	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1473	864	1799	1412	1655	1710	1466	1274	1113	1208	1283	1062	1116	1145	1306	1404	1242	1398	1343	1399	1492	80	117	
54	6	75	35	70	78	58	64	28	60	50	57	57	55	70	54	85	45	57	48	38	0	0	
572	230	276	653	375	312	576	762	459	330	267	481	427	400	724	642	773	657	700	653	570	120	83	
54	6	75	35	70	78	58	64	28	60	50	57	57	55	70	54	84	45	57	48	38	0	0	
1473	864	1799	1411	1655	1708	1464	1274	1113	1208	1283	1062	1116	1145	1297	1401	1238	1395	1343	1399	1492	80	117	
18	32	46	14	20	108	16	56	34	42	29	27	9	19	29	22	12	23	20	21	23	2	1	
1509	838	1828	1432	1705	1678	1506	1282	1107	1226	1304	1092	1164	1181	1338	1433	1310	1417	1380	1426	1507	78	116	
1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	

9	4	17	17	21	10	18	13	10	10	12	5	13	5	15	16	10	21	6	15	21	1	2	
194	107	187	179	239	162	135	118	141	121	150	96	111	144	145	158	145	190	139	155	190	11	9	
57	100	103	97	97	80	111	88	44	84	52	80	67	62	55	70	60	65	69	72	69	4	4	
1087	594	1346	1047	1204	1287	1140	974	814	920	989	833	890	894	1005	1067	988	1027	1039	1031	1081	61	97	
71	13	79	45	59	52	45	34	45	31	41	33	31	31	48	49	45	52	53	58	61	0	2	
14	6	18	12	18	17	7	9	9	11	5	11	10	8	10	9	10	9	9	10	7	0	1	
22	10	28	15	23	29	16	15	17	17	20	15	16	11	27	20	24	22	25	28	30	0	0	
55	4	50	20	44	41	34	31	27	32	35	19	26	26	33	44	28	31	40	57	48	1	1	
