"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	
1668	1880	1653	1894	1590	1514	1066	1741	609	751	463	299	511	264	188	1382	707	616	338	957	1087	299	507	431	143	1015	774	1436	923	349	362	257	72	1271	1129	127	90	766	216	
1600	1900	1600	1900	1500	1400	1000	1700	580	700	400	250	500	240	180	1300	700	600	300	900	1100	280	430	400	130	1000	700	1400	900	350	350	250	65	1200	1100	120	80	700	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
932	1009	804	1048	978	825	593	987	361	453	233	79	291	163	110	959	411	311	187	621	668	98	332	237	51	575	426	719	535	188	218	139	36	724	617	58	41	467	88	
74	42	57	40	35	17	68	52	57	43	18	34	26	13	10	30	49	78	12	68	88	77	17	42	39	66	81	269	64	33	36	28	15	83	85	14	23	55	45	
594	849	739	812	487	558	339	661	162	204	149	137	183	64	60	311	240	211	101	211	344	105	81	121	40	359	193	412	301	129	96	83	14	393	398	48	16	178	67	
74	42	57	40	35	17	68	52	57	43	18	34	26	13	10	30	49	78	12	68	88	77	17	42	39	66	81	269	64	33	36	28	15	83	85	14	23	55	45	
932	1009	804	1048	978	825	593	987	361	453	233	79	291	163	110	959	411	311	187	621	668	98	332	237	51	575	426	719	535	188	218	139	36	724	617	58	41	467	88	
8	14	10	16	6	10	4	9	4	4	6	1	1	3	0	12	7	3	4	9	8	1	5	3	0	4	8	5	1	0	2	1	0	13	9	0	0	3	4	
998	1037	851	1072	1007	832	657	1030	414	492	245	112	316	173	120	977	453	386	195	680	748	174	344	276	90	637	499	983	598	221	252	166	51	794	693	72	64	519	129	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	3	4	6	4	6	5	4	2	1	4	1	3	0	0	11	4	3	0	1	8	2	3	0	2	4	3	4	3	0	0	0	0	7	7	0	1	3	0	
169	167	159	183	197	134	89	117	53	41	23	15	60	18	6	188	54	49	31	61	117	18	27	37	20	102	68	119	82	23	20	16	2	117	96	4	9	76	20	
79	84	59	71	83	77	65	107	50	50	26	13	21	19	14	65	51	33	16	51	44	16	16	21	7	46	39	91	53	16	21	14	3	72	73	11	8	29	22	
710	758	611	795	692	595	484	782	298	393	189	82	224	133	95	663	334	295	139	546	566	135	295	210	61	472	379	758	447	181	204	131	44	570	501	57	42	397	82	
14	6	10	9	10	8	5	7	5	0	0	1	2	1	4	20	6	2	7	5	6	1	2	3	0	6	4	1	0	0	1	3	0	12	5	0	2	6	1	
4	6	4	5	9	6	4	6	2	3	0	0	4	1	0	6	2	1	0	5	1	0	0	4	0	3	1	4	10	0	4	2	2	4	4	0	0	3	2	
9	6	4	0	7	4	4	2	4	3	2	0	0	0	0	12	0	3	2	3	4	2	1	1	0	3	5	2	3	0	1	0	0	2	4	0	1	1	1	
5	7	0	3	5	2	1	5	0	1	1	0	2	1	1	12	2	0	0	8	2	0	0	0	0	1	0	4	0	1	1	0	0	10	3	0	1	4	1	
