"УИК №2603"	"УИК №2604"	"УИК №2605"	"УИК №2606"	"УИК №2607"	"УИК №2608"	"УИК №2609"	"УИК №2610"	"УИК №2611"	"УИК №2612"	"УИК №2613"	"УИК №2614"	"УИК №2615"	"УИК №2616"	"УИК №2617"	"УИК №2618"	"УИК №2619"	"УИК №2620"	"УИК №2621"	"УИК №2622"	"УИК №2623"	"УИК №2624"	"УИК №2625"	"УИК №2626"	"УИК №2627"	"УИК №2628"	"УИК №2629"	"УИК №2630"	"УИК №2631"	"УИК №2632"	"УИК №2633"	"УИК №2634"	"УИК №2635"	"УИК №2636"	"УИК №2637"	"УИК №2638"	"УИК №2639"	"УИК №2640"	"УИК №2641"	"УИК №2642"	
186	2118	1266	2316	466	450	685	347	209	330	136	201	192	329	211	187	536	128	455	127	137	130	160	372	212	326	593	289	289	161	969	164	147	321	392	138	725	203	141	502	
200	2312	1288	2325	466	450	709	355	211	342	142	203	200	341	215	200	554	131	485	131	142	135	174	389	229	339	620	299	301	167	1023	154	158	325	386	136	756	212	150	521	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178	1269	1075	1466	417	405	607	295	181	289	119	148	176	288	184	166	476	121	401	119	132	120	147	323	185	280	503	144	240	110	625	140	120	236	326	122	619	180	121	436	
0	80	52	68	11	10	26	35	19	26	5	7	8	25	6	8	18	5	20	3	0	2	6	19	16	5	42	35	23	26	175	11	22	72	23	9	54	15	10	28	
22	963	161	791	38	35	76	25	11	27	18	48	16	28	25	26	60	5	64	9	10	13	21	47	28	54	75	120	38	31	223	3	16	17	37	5	83	17	19	57	
0	80	52	68	11	10	26	35	19	26	5	7	8	25	6	8	18	5	20	3	0	2	6	19	16	5	42	35	23	26	175	11	22	72	23	9	54	15	10	28	
178	1269	1075	1466	417	405	607	295	181	289	119	148	176	288	184	166	476	121	401	119	132	120	147	323	185	280	503	144	240	110	625	140	120	236	326	122	619	180	121	436	
0	22	8	25	0	0	9	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	2	0	6	0	2	4	
178	1327	1119	1509	428	415	624	330	200	311	124	155	184	313	189	174	494	126	421	122	132	122	153	342	201	285	544	176	262	136	800	151	142	308	347	131	667	195	129	460	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	9	2	13	0	2	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	4	1	2	0	
16	333	154	342	40	18	71	25	12	23	24	29	16	41	20	18	62	10	31	7	8	5	14	77	16	26	32	16	33	15	62	11	22	40	27	13	47	9	11	53	
15	91	27	123	8	11	5	4	4	7	3	1	5	4	10	0	5	3	4	2	2	4	2	3	6	1	12	2	8	8	2	5	1	3	2	2	25	7	3	15	
142	831	913	975	380	361	545	295	179	275	97	125	161	263	152	155	421	113	382	112	120	110	137	256	179	257	487	154	213	112	731	134	117	260	318	116	575	171	110	386	
2	18	7	18	0	3	1	0	1	4	0	0	1	3	1	0	3	0	0	0	1	0	0	1	0	1	3	2	1	1	1	1	0	2	0	0	7	0	1	0	
3	24	4	13	0	1	0	4	3	1	0	0	0	0	1	0	2	0	4	0	1	2	0	3	0	0	4	2	4	0	1	0	1	1	0	0	5	5	2	3	
0	13	8	15	0	4	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	4	0	1	0	1	0	0	1	0	0	3	2	0	1	
0	8	4	10	0	15	2	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	1	0	0	2	
