"УИК №1175"	"УИК №1176"	"УИК №1177"	"УИК №1178"	"УИК №1179"	"УИК №1180"	"УИК №1181"	"УИК №1182"	"УИК №1183"	"УИК №1184"	"УИК №1185"	"УИК №1186"	"УИК №1187"	"УИК №1188"	"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	"УИК №1196"	"УИК №1197"	"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	
110	575	412	433	154	713	358	281	766	305	407	317	83	354	173	274	291	346	194	548	474	1024	1088	885	228	163	485	218	
119	589	428	447	162	739	373	291	798	325	436	331	83	379	185	276	296	353	207	573	490	1102	1123	921	238	166	504	234	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70	376	236	195	115	434	217	159	404	222	267	192	61	250	100	187	163	186	109	266	205	652	715	456	106	83	340	138	
10	89	76	68	24	104	56	52	37	23	64	53	12	44	28	22	21	40	25	91	79	84	95	82	41	19	47	20	
39	124	116	184	23	201	100	80	357	80	105	86	10	85	57	67	112	127	73	216	206	366	313	383	91	64	117	76	
10	89	76	68	24	104	56	52	37	23	64	53	12	44	28	22	21	40	25	91	79	84	95	82	41	19	47	20	
70	376	236	195	115	434	217	159	404	222	267	192	61	250	100	187	163	186	109	266	205	652	715	456	106	83	340	138	
1	0	0	2	0	3	2	0	1	2	2	3	0	0	0	1	1	0	1	3	4	1	9	3	0	0	2	1	
79	465	312	261	139	535	271	211	440	243	329	242	73	294	128	208	183	226	133	354	280	735	801	535	147	102	385	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	1	1	3	1	2	1	1	1	1	0	2	0	2	0	1	0	2	1	5	4	3	1	0	3	0	
14	50	16	25	13	62	40	20	82	20	21	24	10	49	13	16	10	18	5	63	36	107	90	54	16	10	19	24	
1	20	3	15	9	31	27	14	40	17	18	13	4	17	7	21	29	19	12	20	23	29	52	36	10	11	19	5	
61	391	292	218	114	429	197	174	304	202	287	202	58	225	107	166	141	184	112	255	218	587	646	426	119	78	332	124	
0	0	1	0	0	6	2	1	2	1	0	0	0	1	1	1	1	1	1	4	1	2	4	2	1	0	4	3	
0	1	0	2	1	3	1	0	3	0	0	0	1	0	0	1	1	2	0	6	0	1	3	5	0	2	7	0	
0	0	0	0	1	1	0	0	6	1	1	2	0	0	0	1	0	1	3	3	1	0	2	6	0	1	1	1	
3	2	0	0	0	0	3	0	2	1	1	0	0	0	0	0	1	0	0	1	0	4	0	3	0	0	0	0	
