"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	
1701	1463	2139	2243	1574	1560	539	509	536	791	1851	1483	677	243	201	280	718	275	80	106	99	94	515	412	563	224	597	913	910	
1500	1300	1900	2000	1400	1400	500	550	400	700	1700	1400	600	200	200	300	700	250	80	80	90	110	450	400	550	250	650	900	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
941	776	1233	1279	949	913	272	203	335	423	1221	707	421	156	120	174	435	178	63	73	60	60	301	218	345	100	233	528	366	
136	131	145	110	66	65	20	262	22	27	198	151	51	26	30	46	85	45	12	7	9	23	53	78	71	37	233	152	192	
423	393	522	611	385	422	208	85	43	250	281	542	128	18	50	80	180	27	5	0	21	27	96	104	134	113	184	220	342	
136	131	145	110	66	65	20	262	22	27	198	151	51	26	30	46	85	45	12	7	9	23	53	78	71	37	233	152	192	
941	776	1233	1278	949	913	272	203	335	423	1221	707	421	156	120	174	435	178	63	73	60	60	301	218	345	100	233	528	366	
4	11	16	20	6	13	1	4	8	9	11	6	2	2	3	2	6	3	0	0	0	1	2	0	0	5	1	2	6	
1073	896	1362	1368	1009	965	291	461	349	441	1408	852	470	180	147	218	514	220	75	80	69	82	352	296	416	132	465	678	552	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	9	8	10	7	7	1	9	4	6	26	4	4	2	1	0	6	4	0	0	0	3	3	0	5	0	5	4	2	
99	100	148	121	83	92	28	11	48	43	92	73	49	16	3	5	28	9	5	5	7	2	35	21	73	9	22	40	59	
83	65	82	77	66	47	15	41	31	35	122	58	40	8	7	10	28	8	7	2	3	5	37	14	21	14	19	26	44	
847	682	1053	1100	790	781	238	390	255	340	1037	698	365	150	135	197	437	194	62	72	59	72	267	253	302	105	411	596	435	
13	18	24	27	22	17	3	4	3	4	34	7	3	3	1	2	5	3	0	0	0	0	3	3	5	1	2	6	5	
7	9	15	12	10	8	1	3	3	3	27	3	2	1	0	1	6	1	0	0	0	0	1	2	4	2	0	4	3	
8	5	19	12	15	7	2	1	3	7	31	8	5	0	0	2	3	0	1	0	0	0	3	3	4	1	1	1	3	
5	8	13	9	16	6	3	2	2	3	39	1	2	0	0	1	1	1	0	1	0	0	3	0	2	0	5	1	1	
