"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1816"	"УИК №1817"	"УИК №1818"	"УИК №1819"	
1101	1234	1150	303	210	198	210	649	500	335	154	352	126	204	483	209	273	100	90	
1000	1100	1100	330	240	190	200	690	480	330	150	540	160	250	550	260	330	120	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
712	774	758	132	128	102	99	454	314	236	96	187	104	147	323	76	201	54	64	
90	97	103	116	72	84	88	88	95	51	29	106	13	30	88	91	37	26	18	
198	229	239	82	40	4	12	148	71	43	25	247	43	73	139	93	92	40	18	
90	97	103	116	72	84	88	88	95	51	29	106	13	30	88	91	37	26	18	
712	774	758	132	128	102	99	454	314	236	96	187	104	147	323	76	201	54	64	
10	20	3	3	0	0	0	5	4	1	1	2	1	1	1	0	1	0	1	
792	851	858	245	200	186	187	537	405	286	124	291	116	176	410	167	237	80	81	
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	7	9	1	0	0	3	3	3	1	1	1	1	0	1	0	0	0	0	
134	162	156	55	24	11	16	54	36	29	9	38	9	16	62	13	15	7	16	
44	74	58	13	12	12	26	55	48	12	15	22	5	21	26	7	24	10	5	
588	588	622	173	159	161	141	421	316	241	99	223	101	138	315	146	193	63	58	
2	8	3	1	1	0	0	2	1	2	0	3	0	1	1	1	3	0	1	
9	2	6	0	2	1	1	0	0	0	0	0	0	0	3	0	1	0	1	
6	5	3	2	1	0	0	1	0	0	0	3	0	0	1	0	1	0	0	
4	5	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	
