"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	"УИК №364"	"УИК №365"	"УИК №366"	"УИК №367"	
212	803	430	342	110	1701	352	380	1378	1558	1431	891	1534	1038	1168	545	474	95	266	280	87	158	83	1019	1122	186	140	59	147	282	494	145	
200	850	425	350	100	1775	360	390	1300	1550	1500	900	1500	1050	1150	550	475	90	275	275	90	150	80	1050	1100	190	140	50	135	280	510	160	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120	297	198	161	78	920	140	220	789	971	825	526	858	568	667	298	269	47	135	165	45	82	43	515	545	97	59	31	80	154	253	59	
12	24	32	35	2	40	21	18	13	28	33	17	71	21	22	20	17	5	16	9	4	5	3	65	54	3	11	4	15	23	31	9	
68	529	195	154	20	815	199	152	498	551	642	357	571	461	461	232	189	38	124	101	41	63	34	470	501	90	70	15	40	103	226	92	
12	24	32	35	2	40	21	18	13	28	33	17	71	21	22	20	17	5	16	9	4	5	3	65	54	3	11	4	15	23	31	9	
120	297	198	161	78	920	140	220	789	971	825	526	858	568	667	298	269	47	135	165	45	82	43	515	545	97	59	31	80	154	253	59	
0	1	3	0	0	14	1	1	7	7	8	3	10	2	10	3	1	0	0	1	0	0	0	1	7	2	0	0	0	2	2	0	
132	320	227	196	80	946	160	237	795	992	850	540	919	587	679	315	285	52	151	173	49	87	46	579	592	98	70	35	95	175	282	68	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	2	0	4	4	1	1	4	9	8	5	4	5	1	2	3	0	0	0	0	0	0	2	2	0	3	0	0	1	2	1	
1	19	5	8	5	56	11	21	88	110	80	73	93	56	69	25	15	5	14	5	7	4	1	65	79	6	2	0	4	13	24	4	
11	35	20	19	8	93	14	18	75	77	76	51	101	70	80	28	31	3	9	10	3	8	2	55	65	6	6	0	6	16	26	7	
118	253	193	165	60	770	131	191	604	768	666	397	695	441	512	251	228	44	126	156	38	66	43	439	424	82	49	35	82	143	227	55	
1	4	2	3	0	12	0	1	13	10	8	4	14	5	10	3	2	0	2	0	0	2	0	10	8	2	1	0	1	1	1	0	
0	1	2	1	2	5	1	3	5	4	5	4	6	4	2	5	5	0	0	2	1	1	0	2	6	2	6	0	1	0	1	0	
0	3	2	0	0	4	1	2	3	6	5	0	2	3	2	0	0	0	0	0	0	1	0	2	5	0	2	0	1	1	0	0	
0	2	1	0	1	2	1	0	3	8	2	6	4	3	3	1	1	0	0	0	0	5	0	4	3	0	1	0	0	0	1	1	
