"УИК №2301"	"УИК №2302"	"УИК №2303"	"УИК №2304"	"УИК №2305"	"УИК №2306"	"УИК №2307"	"УИК №2308"	"УИК №2309"	"УИК №2310"	"УИК №2311"	"УИК №2312"	"УИК №2313"	"УИК №2314"	"УИК №2315"	"УИК №2316"	"УИК №2317"	"УИК №2318"	"УИК №2319"	"УИК №2320"	
1551	1632	809	361	240	597	190	434	758	165	677	511	213	165	107	750	238	400	710	692	
1250	1290	650	320	250	610	200	390	640	200	550	450	210	150	100	650	200	350	600	550	
0	21	0	43	0	33	0	72	67	0	0	0	0	0	0	56	0	82	0	0	
1011	934	490	191	178	352	101	174	430	113	406	318	158	98	58	376	150	182	475	458	
87	62	40	39	33	131	47	66	67	33	83	66	43	13	22	63	40	35	48	79	
152	273	120	47	39	94	52	78	76	54	61	66	9	39	20	155	10	51	77	13	
87	83	40	82	33	164	47	138	134	33	83	66	43	13	22	119	40	117	48	79	
1011	934	490	191	178	352	101	174	430	113	406	318	158	98	58	376	150	182	475	458	
11	9	4	2	3	3	2	1	6	0	7	4	3	2	0	6	1	3	3	1	
1087	1008	526	271	208	513	146	311	558	146	482	380	198	109	80	489	189	296	520	536	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	9	6	2	3	4	0	3	4	1	3	5	2	1	0	4	2	4	4	0	
124	132	61	16	10	27	21	36	42	17	48	60	18	3	3	52	9	23	70	76	
87	79	40	23	24	43	6	35	60	9	49	19	13	4	12	27	21	32	24	30	
833	743	403	220	166	422	114	227	443	115	362	287	162	97	65	389	148	230	402	409	
17	16	9	7	2	9	1	2	4	0	4	2	1	2	0	9	3	3	9	6	
6	9	3	2	1	6	3	5	2	2	7	5	2	2	0	1	5	1	5	9	
6	10	0	1	0	2	0	1	1	2	3	1	0	0	0	4	1	3	3	5	
7	10	4	0	2	0	1	2	2	0	6	1	0	0	0	3	0	0	3	1	
