"УИК №1795"	"УИК №1796"	"УИК №1797"	"УИК №1798"	"УИК №1799"	"УИК №1800"	"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	
1919	1046	1349	1016	490	1128	533	673	499	776	56	512	596	107	101	246	450	194	303	593	96	
1900	1050	1400	970	500	1150	550	650	500	800	60	550	620	100	90	250	450	200	340	600	110	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1161	665	827	796	347	710	404	468	326	500	36	332	356	74	75	155	276	115	224	426	72	
147	70	99	85	25	117	33	61	60	89	3	42	40	15	8	20	29	27	24	74	9	
592	315	474	89	128	323	113	121	114	211	21	176	224	11	7	75	145	58	92	100	29	
147	70	99	85	25	117	33	61	60	89	3	42	40	15	8	20	29	27	24	74	9	
1161	665	827	796	347	710	404	468	326	500	36	332	355	74	75	155	276	115	224	426	72	
17	6	12	7	6	12	11	7	10	11	0	3	6	0	0	6	5	0	1	7	2	
1291	729	914	874	366	815	426	522	376	578	39	371	389	89	83	169	300	142	247	493	79	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	7	4	5	2	3	0	3	3	3	0	3	3	0	1	0	2	0	1	4	1	
422	221	332	132	140	157	54	195	72	89	2	76	81	9	9	19	77	15	83	170	8	
81	39	56	54	24	62	16	31	38	36	4	26	35	8	5	16	24	10	16	37	13	
748	450	501	673	199	578	349	288	257	437	33	260	261	71	66	133	192	117	147	276	57	
6	6	7	2	1	5	3	0	1	5	0	4	4	1	1	0	5	0	0	1	0	
13	4	6	4	0	2	0	3	3	5	0	2	2	0	1	1	0	0	0	2	0	
4	2	2	0	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
9	0	6	4	0	5	3	2	0	2	0	0	3	0	0	0	0	0	0	3	0	
