"УИК №4301"	"УИК №4302"	"УИК №4303"	"УИК №4304"	"УИК №4305"	"УИК №4306"	"УИК №4307"	"УИК №4308"	"УИК №4309"	"УИК №4310"	"УИК №4311"	"УИК №4312"	"УИК №4313"	"УИК №4314"	"УИК №4315"	"УИК №4316"	"УИК №4317"	"УИК №4318"	"УИК №4319"	"УИК №4320"	"УИК №4321"	"УИК №4322"	"УИК №4323"	"УИК №4324"	"УИК №4325"	"УИК №4326"	"УИК №4327"	"УИК №4328"	"УИК №4329"	"УИК №4330"	"УИК №4331"	"УИК №4332"	"УИК №4333"	"УИК №4334"	"УИК №4335"	"УИК №4336"	"УИК №4337"	"УИК №4338"	"УИК №4339"	"УИК №4340"	"УИК №4341"	"УИК №4342"	"УИК №4343"	
1595	1937	1690	722	664	973	1875	1777	1800	2219	1560	1293	1735	1966	2147	2123	1969	1630	1994	1416	1368	1705	1294	1685	1105	2306	1980	1663	1992	2050	1927	787	1799	1001	2163	1272	888	2403	1870	2419	1023	2338	1538	
1800	2000	1900	800	800	1000	2000	2000	2000	2500	1900	1600	2000	2000	2300	2600	2000	1800	2000	1600	1600	1900	1600	1800	1000	2500	2000	1700	2300	2500	2000	1000	2000	1000	2400	1500	900	2500	2300	2600	1000	2500	1700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1424	1159	1340	443	424	615	1397	1175	1272	1543	1291	1161	1242	1236	1255	2021	1352	1158	1473	932	840	1127	933	1026	774	1392	1206	1074	1493	1760	1245	667	1320	587	1194	829	824	1775	1532	1405	647	1838	911	
77	153	191	235	70	122	57	98	63	84	117	101	44	39	100	64	77	110	262	133	92	430	138	89	58	95	485	96	109	290	121	41	77	199	194	188	25	133	164	73	190	500	73	
299	688	369	122	306	263	546	727	665	873	492	338	714	725	945	515	571	532	265	535	668	343	529	685	168	1013	309	530	698	450	634	292	603	214	1012	483	51	592	604	1122	163	162	716	
77	153	191	235	70	122	57	98	63	84	117	101	44	39	100	64	77	110	262	133	92	430	138	89	58	95	485	96	109	290	121	41	77	199	194	188	25	133	164	73	190	500	73	
1424	1159	1340	442	423	615	1397	1175	1209	1543	1291	1161	1239	1236	1255	1953	1352	1158	1473	932	840	1127	933	1026	774	1390	1206	1074	1493	1760	1245	667	1243	587	1194	829	824	1775	1532	1405	647	1838	911	
10	12	8	2	4	14	8	15	15	14	11	6	15	15	11	12	0	9	12	6	14	14	11	10	8	12	16	13	5	2	16	4	17	9	10	11	12	15	23	18	12	2	9	
1491	1300	1523	675	489	723	1446	1258	1257	1613	1397	1256	1268	1260	1344	2005	1429	1259	1723	1059	918	1543	1060	1105	824	1473	1675	1157	1597	2048	1350	704	1303	777	1378	1006	837	1893	1673	1460	825	2336	975	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	10	4	0	3	5	6	6	15	10	6	4	5	4	7	10	15	15	12	9	6	14	7	8	6	16	16	10	10	5	9	3	15	3	11	2	3	9	14	9	5	10	6	
78	167	145	50	58	78	144	171	164	162	100	30	196	138	156	200	209	181	124	129	80	165	102	142	110	194	178	126	35	79	156	22	202	103	197	10	61	169	224	239	90	47	137	
70	104	81	18	22	53	64	100	73	71	64	19	100	97	106	112	80	95	95	83	71	115	51	79	59	110	93	104	21	67	86	33	107	53	93	7	62	68	106	76	56	38	92	
1293	968	1257	593	385	532	1189	939	960	1334	1208	1186	927	971	1026	1627	1071	930	1431	795	740	1196	878	854	623	1106	1336	886	1511	1881	1079	636	932	595	1048	966	684	1604	1267	1073	654	2221	709	
12	18	0	3	3	15	10	12	15	11	6	6	13	15	19	26	9	13	21	18	12	20	12	8	9	15	16	13	7	7	6	3	21	6	10	8	12	20	18	14	8	9	8	
9	16	10	3	9	8	18	13	6	4	5	3	7	12	12	12	20	10	16	11	4	9	3	5	4	18	9	10	6	3	6	2	7	12	5	5	3	9	14	15	5	5	12	
8	7	11	3	5	27	7	12	13	10	4	3	13	10	13	8	10	7	12	6	3	13	5	2	7	8	12	5	4	2	5	3	10	1	8	3	5	7	18	17	3	0	3	
8	10	15	5	4	5	8	5	11	11	4	5	7	13	5	10	15	8	12	8	2	11	2	7	6	6	15	3	3	4	3	2	9	4	6	5	7	7	12	17	4	6	8	
