"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №2408"	"УИК №2409"	"УИК №2410"	"УИК №2411"	"УИК №2412"	"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №2416"	"УИК №2417"	"УИК №2418"	"УИК №2419"	"УИК №2420"	"УИК №2421"	"УИК №2422"	"УИК №2423"	"УИК №2424"	"УИК №2425"	"УИК №2426"	"УИК №2427"	"УИК №2428"	"УИК №2429"	"УИК №2430"	"УИК №2431"	"УИК №2432"	"УИК №2433"	"УИК №2434"	
1989	1396	1200	2155	2297	1669	1355	1300	1938	1989	2784	1667	1745	1417	1129	1305	2070	1503	1449	1140	1519	1222	1578	1821	1119	1376	2033	1656	1872	1678	1102	1317	2171	1709	
2000	1400	1200	2050	2287	1650	1350	1300	1950	1974	2600	1700	1750	1400	1133	1300	2081	1450	1441	1140	1500	1200	1577	1823	1184	1350	2000	1714	1858	1689	1100	1300	2174	1700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1671	1219	1032	1855	2034	1412	1155	1049	1768	1720	2134	1566	1536	1264	1061	1177	1847	1371	1317	1005	1399	960	1391	1593	972	1205	1591	1315	1759	1492	1009	1202	2063	1475	
167	145	134	170	148	209	146	218	72	171	255	84	160	111	45	98	107	67	60	103	53	132	108	166	41	138	143	204	25	70	62	60	22	167	
162	36	34	25	105	29	49	33	110	83	211	50	54	25	27	25	127	12	64	32	48	108	78	64	171	7	266	195	74	127	29	38	89	58	
167	145	134	170	148	209	146	218	72	171	255	84	160	111	45	98	107	67	60	103	53	132	108	166	41	138	143	204	25	70	62	60	22	167	
1671	1219	1032	1855	2034	1412	1155	1049	1768	1720	2134	1533	1536	1263	1061	1177	1847	1371	1317	1005	1399	960	1391	1593	972	1205	1591	1315	1759	1492	1009	1202	2063	1475	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0	5	0	0	0	0	0	0	
1838	1364	1166	2025	2182	1621	1301	1267	1840	1891	2389	1617	1696	1373	1106	1275	1954	1438	1377	1108	1452	1092	1499	1759	1004	1334	1734	1514	1784	1562	1071	1262	2085	1642	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	8	4	17	21	2	5	10	6	8	13	13	10	3	5	7	7	10	6	7	5	7	6	11	6	5	6	9	9	15	4	3	16	5	
151	119	101	71	147	210	105	68	120	132	219	129	119	94	62	89	120	103	123	70	88	103	102	123	89	83	140	150	194	115	49	90	131	132	
108	106	44	159	94	49	88	63	105	90	91	83	84	69	57	61	87	74	56	54	78	56	70	67	33	62	126	90	62	83	44	42	109	96	
1553	1089	997	1735	1778	1354	1078	1094	1571	1627	2021	1371	1429	1178	952	1094	1707	1214	1164	957	1258	903	1289	1484	846	1158	1422	1236	1498	1296	949	1075	1785	1365	
6	2	5	7	43	1	9	7	10	13	12	3	13	10	7	5	8	15	9	3	7	5	9	5	8	7	6	13	5	11	5	20	10	13	
5	17	6	14	21	1	4	8	10	15	9	5	19	3	8	4	9	9	4	4	3	4	6	6	7	6	10	9	4	8	8	14	5	11	
3	20	5	9	39	2	3	7	9	4	14	2	12	10	5	5	9	7	13	5	6	5	7	4	8	5	9	1	9	13	5	13	21	7	
5	3	4	13	39	2	9	10	9	2	10	11	10	6	10	10	7	6	2	8	7	9	10	59	7	8	15	6	3	21	7	5	8	13	
