"УИК №1"	"УИК №2"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	
845	285	1286	1343	1334	1396	875	1727	404	521	833	498	696	705	173	159	142	868	579	179	862	173	304	183	139	409	1080	225	112	773	613	250	370	735	475	424	523	648	604	598	158	83	162	172	337	68	254	193	431	
790	265	1160	1230	1250	1290	810	1580	381	470	750	470	640	670	140	135	100	810	550	160	800	140	280	160	120	400	1010	190	100	710	540	230	330	660	450	400	475	590	560	560	140	75	155	165	330	60	230	180	391	
1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
358	116	578	718	789	896	418	831	216	255	476	291	388	411	97	100	55	484	342	104	555	114	186	120	77	239	573	108	72	491	386	121	217	430	238	195	273	308	323	309	75	40	97	95	165	48	131	106	215	
30	39	35	23	23	47	20	36	32	33	28	13	20	19	9	10	7	70	37	18	27	9	15	6	7	22	30	7	8	35	21	12	20	29	25	46	20	18	25	22	15	8	11	13	32	7	16	18	48	
401	110	547	489	438	347	372	713	130	182	246	166	232	240	34	25	38	256	171	38	218	17	79	34	36	139	407	75	20	184	133	97	93	201	187	159	182	264	212	229	50	27	47	57	133	5	83	56	123	
31	39	35	23	23	47	20	36	35	33	28	13	20	19	9	10	7	70	37	18	27	9	15	6	7	22	30	7	8	35	21	12	20	29	25	46	20	18	25	22	15	8	11	13	32	7	16	18	53	
358	116	578	718	789	896	418	831	216	255	476	291	388	411	97	100	55	484	342	104	555	114	186	120	77	239	573	108	72	491	386	121	217	430	238	195	273	308	323	309	75	40	97	95	165	48	131	106	215	
7	1	3	21	12	11	11	16	7	1	1	6	1	3	0	0	0	11	2	3	4	0	1	1	1	3	11	4	0	2	10	2	2	5	1	2	5	4	7	1	1	0	0	4	1	0	1	2	2	
382	154	610	720	800	932	427	851	244	287	503	298	407	427	106	110	62	543	377	119	578	123	200	125	83	258	592	111	80	524	397	131	235	454	262	239	288	322	341	330	89	48	108	104	196	55	146	122	266	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	0	4	4	10	7	3	4	0	1	3	1	1	2	2	1	0	5	0	1	5	0	1	0	0	3	2	0	1	5	2	0	4	1	1	1	1	5	5	2	0	1	0	3	1	0	0	0	3	
50	10	70	134	113	146	76	137	29	27	77	46	129	71	18	17	1	55	93	29	120	9	10	9	9	38	137	22	3	75	68	24	58	63	38	14	33	38	32	38	6	3	11	3	22	6	17	9	18	
27	10	65	47	55	51	57	81	25	20	38	34	40	45	13	15	5	46	27	25	54	8	31	7	4	18	36	20	3	41	45	22	18	23	13	14	31	18	27	41	8	3	10	6	6	5	10	7	16	
293	130	462	512	603	698	282	613	184	237	367	211	234	300	72	73	56	427	247	63	392	102	151	107	70	195	399	68	73	397	273	81	146	355	207	202	219	253	267	243	75	40	87	89	164	44	116	105	223	
3	2	5	9	6	7	2	2	2	0	6	1	0	3	0	0	0	6	3	0	1	1	2	0	0	1	4	1	0	3	1	2	3	3	2	4	1	2	2	2	0	0	0	0	1	0	2	1	4	
4	0	3	7	4	5	3	6	3	1	4	3	3	0	0	4	0	2	4	0	3	2	1	1	0	1	8	0	0	2	5	1	4	1	0	3	2	1	3	0	0	1	0	2	2	0	1	0	2	
0	2	1	5	5	11	3	4	1	1	7	1	0	4	0	0	0	1	1	0	3	1	1	0	0	1	3	0	0	0	2	1	1	3	0	1	1	4	2	2	0	0	0	1	0	0	0	0	0	
1	0	0	2	4	7	1	4	0	0	1	1	0	2	1	0	0	1	2	1	0	0	3	1	0	1	3	0	0	1	1	0	1	5	1	0	0	1	3	2	0	0	0	0	0	0	0	0	0	
