"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	
873	1104	961	247	338	385	1706	260	1930	1011	245	202	1741	1095	1025	322	269	302	165	1466	1394	1384	111	216	313	2024	2066	506	301	325	698	335	520	386	130	112	473	432	460	836	362	125	226	2033	
790	1020	905	215	330	350	1520	230	1775	955	195	170	1605	995	950	270	235	285	120	1345	1290	1280	110	190	280	1870	1885	450	275	300	650	270	460	350	115	105	440	385	420	770	330	120	190	1820	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
345	632	399	117	88	128	968	149	1099	458	114	75	990	542	619	165	124	85	87	881	675	718	52	89	162	1215	1231	276	106	124	416	181	221	190	50	37	159	186	164	477	167	49	65	1165	
137	31	125	25	62	87	69	12	63	128	59	54	56	113	33	27	21	77	18	26	68	47	18	41	25	24	22	9	73	78	30	28	72	52	22	19	91	85	178	78	85	36	56	68	
308	357	381	73	180	135	483	69	613	369	22	41	559	340	298	78	90	123	15	438	547	515	40	60	93	631	632	165	96	98	204	61	167	108	43	49	190	114	78	215	78	35	69	587	
137	31	125	25	62	87	69	12	63	128	59	54	56	113	33	27	21	77	18	26	68	47	18	41	25	24	22	9	73	78	30	28	72	52	22	19	91	85	178	78	85	36	56	68	
345	632	399	117	88	128	968	149	1099	458	114	75	990	542	619	165	124	85	87	881	675	718	52	89	162	1215	1231	276	106	124	416	181	221	190	50	37	159	186	164	477	167	49	65	1165	
5	5	5	0	1	1	9	0	16	7	1	1	2	3	4	2	1	0	0	7	6	4	0	3	4	17	19	3	1	0	7	2	2	1	0	0	0	2	0	7	2	0	0	12	
477	658	519	142	149	214	1028	161	1146	579	172	128	1044	652	648	190	144	162	105	900	737	761	70	127	183	1222	1234	282	178	202	439	207	291	241	72	56	250	269	342	548	250	85	121	1221	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	1	1	3	2	7	0	36	4	1	0	4	6	2	0	0	0	0	6	5	3	1	1	0	8	10	3	1	1	0	2	2	0	1	0	3	2	3	4	6	2	3	11	
49	67	54	21	9	11	161	23	194	78	11	12	107	73	104	24	11	18	6	115	95	68	5	19	13	167	216	34	22	19	64	38	26	22	10	2	25	23	30	67	30	4	15	192	
27	67	28	14	12	18	88	24	93	54	23	11	82	62	48	26	15	10	13	90	62	51	6	5	18	105	92	31	7	27	40	16	23	25	3	5	13	21	27	45	15	9	9	81	
380	507	422	101	123	174	724	108	787	425	132	103	831	489	478	138	112	130	78	664	552	618	55	97	141	882	877	201	147	153	325	140	234	190	57	47	197	217	276	415	199	67	89	891	
4	6	3	2	1	7	19	2	12	5	2	2	5	10	6	1	2	2	3	8	13	3	0	0	4	23	18	8	0	1	6	6	2	1	1	0	5	1	2	9	0	2	1	12	
5	4	2	0	0	1	7	1	11	4	2	0	4	5	8	0	3	0	1	13	4	10	1	2	1	12	10	3	0	0	3	0	1	0	0	2	4	2	1	2	0	0	1	16	
6	3	7	2	0	1	12	2	9	3	0	0	6	5	2	1	0	2	2	0	2	5	1	1	6	14	5	0	1	1	1	1	2	0	0	0	0	3	1	4	0	0	1	8	
2	3	2	1	1	0	10	1	4	6	1	0	5	2	0	0	1	0	2	4	4	3	1	2	0	11	6	2	0	0	0	4	1	3	0	0	3	0	2	2	0	1	2	10	
