"УИК №1897"	"УИК №1898"	"УИК №1899"	"УИК №1900"	"УИК №1901"	"УИК №1902"	"УИК №1903"	"УИК №1904"	"УИК №1905"	"УИК №1906"	"УИК №1907"	"УИК №1908"	"УИК №1909"	"УИК №1910"	"УИК №1911"	"УИК №1912"	"УИК №1913"	"УИК №1914"	"УИК №1915"	"УИК №1916"	"УИК №1917"	"УИК №1918"	"УИК №1919"	"УИК №1920"	"УИК №1921"	"УИК №1922"	"УИК №1923"	"УИК №1924"	"УИК №1925"	"УИК №1926"	"УИК №1927"	"УИК №1928"	"УИК №1929"	"УИК №1930"	"УИК №1931"	"УИК №1932"	"УИК №1933"	
213	437	322	340	960	513	545	978	908	958	1004	958	985	1065	952	1002	1036	312	889	1326	273	628	196	121	257	98	808	309	357	259	365	421	441	259	590	142	439	
218	440	335	328	982	513	548	1003	929	963	1063	938	1001	1053	975	1022	1056	326	889	1314	271	597	191	127	279	98	808	312	425	264	373	429	448	259	592	138	441	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200	398	279	301	657	500	515	951	620	901	717	664	770	935	744	630	711	294	826	913	206	570	171	119	223	90	763	287	257	242	336	379	389	244	555	120	400	
9	31	37	27	24	11	20	9	39	37	52	65	29	23	9	13	20	12	11	15	35	27	18	1	27	7	21	16	98	10	22	34	40	13	23	18	34	
9	11	19	0	301	2	13	43	270	25	294	209	202	95	222	379	325	20	52	386	30	0	2	7	29	1	24	9	70	12	15	16	19	2	14	0	7	
9	31	37	27	24	11	20	9	39	37	52	65	29	21	9	13	20	12	11	15	35	27	18	1	27	7	21	16	98	10	22	34	40	13	23	18	34	
200	398	279	301	657	500	515	949	620	901	716	664	768	932	744	630	709	294	826	913	206	570	171	119	223	90	763	287	257	242	336	379	389	244	555	120	400	
0	0	0	0	9	1	0	0	0	0	4	2	7	4	8	0	5	0	6	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	
209	429	316	328	672	510	535	958	659	938	764	727	790	949	745	643	724	306	831	915	241	597	189	120	250	97	783	303	355	252	358	413	429	257	575	138	434	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	0	1	0	1	6	0	1	4	4	2	8	5	6	8	1	3	5	2	0	1	0	0	0	3	1	0	0	0	0	0	0	2	0	0	
26	3	4	19	122	2	57	118	129	32	128	118	96	145	119	100	121	29	20	173	7	15	2	2	14	2	41	9	3	8	3	6	16	11	10	2	16	
6	2	2	5	39	1	23	36	11	4	36	20	36	45	20	46	35	14	6	45	3	3	2	2	9	2	7	3	3	6	2	2	2	3	7	1	7	
174	417	310	300	486	503	443	782	513	901	578	576	639	725	588	471	536	257	789	667	225	574	182	114	224	92	724	287	349	236	353	405	408	241	549	135	409	
1	3	0	2	9	1	4	7	2	0	9	2	10	11	8	9	13	1	5	17	1	0	1	1	0	0	2	0	0	1	0	0	1	2	2	0	0	
2	1	0	0	6	1	4	5	2	0	3	5	3	7	3	2	2	1	3	0	1	2	1	1	0	1	3	1	0	0	0	0	0	0	1	0	0	
0	1	0	2	2	1	3	3	0	0	4	2	2	3	2	2	5	2	3	3	1	1	0	0	2	0	2	0	0	1	0	0	2	0	2	0	0	
0	1	0	0	7	1	0	1	2	0	2	0	2	5	0	7	4	1	2	5	1	2	0	0	1	0	1	2	0	0	0	0	0	0	2	0	2	
