"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №833"	
337	964	330	344	415	672	609	583	503	478	543	601	1140	443	760	700	500	226	1119	1024	975	972	1237	1137	666	337	
373	1036	397	360	397	759	659	716	570	516	608	650	1325	526	799	799	543	259	1195	1071	1051	962	1307	1199	754	464	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214	597	214	198	286	338	339	301	307	333	267	321	793	299	449	450	320	120	637	550	634	590	908	750	279	272	
65	204	44	85	53	208	110	185	121	106	186	194	155	107	102	145	104	31	105	211	138	205	100	94	294	65	
94	235	139	77	58	213	210	230	142	77	155	135	377	120	248	204	119	108	453	310	279	167	299	355	181	127	
65	204	44	85	53	208	110	185	121	106	186	194	155	107	102	145	104	31	105	211	138	205	100	94	294	65	
214	597	214	198	286	338	339	301	307	333	267	321	793	299	449	450	320	120	636	550	634	590	908	750	279	272	
2	12	3	1	2	1	1	2	4	2	3	3	10	3	2	4	0	0	3	8	5	4	6	6	6	5	
277	789	255	282	337	545	448	484	424	437	450	512	938	403	549	591	424	151	738	753	767	791	1002	838	567	332	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	2	2	0	5	1	0	2	1	1	0	2	11	3	1	0	2	1	5	6	5	7	8	3	1	0	
36	72	39	30	55	95	58	39	36	29	34	40	70	57	58	49	54	12	92	95	91	107	128	105	57	36	
21	18	7	15	18	26	40	33	14	22	24	27	47	13	51	24	22	9	33	55	39	43	70	40	32	21	
214	686	204	222	255	418	346	406	372	381	384	435	800	318	431	509	336	126	600	585	613	620	756	676	455	269	
5	3	2	10	3	1	1	1	0	0	3	2	4	3	3	3	7	2	2	5	5	3	16	5	9	2	
0	5	1	1	0	4	1	1	1	2	4	2	2	3	1	6	3	1	2	3	7	7	14	3	1	2	
0	3	0	4	1	0	1	1	0	0	1	3	3	5	1	0	0	0	1	4	4	3	6	2	3	1	
1	0	0	0	0	0	1	1	0	2	0	1	1	1	3	0	0	0	3	0	3	1	4	4	9	1	
