"УИК №1255"	"УИК №1256"	"УИК №1257"	"УИК №1258"	"УИК №1259"	"УИК №1260"	"УИК №1261"	"УИК №1262"	"УИК №1263"	"УИК №1264"	"УИК №1265"	"УИК №1266"	"УИК №1267"	"УИК №1268"	"УИК №1269"	"УИК №1270"	"УИК №1271"	"УИК №1272"	"УИК №1273"	"УИК №1274"	"УИК №1275"	"УИК №1276"	"УИК №1277"	"УИК №1278"	"УИК №1279"	"УИК №1280"	"УИК №1281"	"УИК №1282"	"УИК №1283"	
439	495	455	401	609	610	533	1245	283	448	759	1055	779	832	953	709	634	440	1035	1117	769	959	782	741	962	672	539	536	568	
457	505	465	408	621	625	540	1264	288	453	777	1076	788	841	968	730	625	446	1053	1145	788	979	790	770	985	685	547	547	575	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
410	434	439	373	551	529	418	960	271	415	661	825	647	740	839	630	542	416	931	993	715	869	716	674	907	619	512	482	530	
7	31	7	0	9	14	0	11	6	6	7	8	0	0	0	15	11	2	7	7	0	5	10	8	0	6	0	17	4	
40	40	19	34	61	82	122	293	11	32	109	243	141	101	129	85	72	28	115	145	73	105	64	88	78	60	35	48	41	
7	31	7	0	9	14	0	11	6	6	7	8	0	0	0	15	11	2	7	7	0	5	10	8	0	6	0	17	4	
410	434	439	373	551	529	418	960	271	415	661	825	647	740	839	630	542	416	931	993	715	869	716	674	907	619	512	482	530	
0	0	1	1	0	0	3	0	0	0	0	2	4	20	9	0	1	0	7	9	5	0	8	2	0	2	0	0	5	
417	465	445	372	560	543	415	971	277	421	668	831	643	720	830	645	552	418	931	991	710	874	718	680	907	623	512	499	529	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	2	2	0	1	6	1	3	1	1	2	3	7	3	0	1	2	2	2	0	0	0	1	0	3	3	1	
72	117	129	58	54	177	89	100	43	104	12	102	124	113	298	115	150	18	137	216	142	231	126	106	147	126	64	95	190	
2	1	3	2	1	1	18	1	2	7	1	1	0	4	43	3	0	2	1	2	15	5	0	5	2	1	2	3	6	
342	337	307	309	497	358	265	854	226	299	650	717	509	582	422	514	396	395	775	765	529	634	592	562	757	491	439	395	325	
0	3	6	0	3	3	20	2	1	5	0	2	3	5	16	4	3	0	6	1	17	4	0	0	0	2	2	1	5	
1	3	0	1	3	4	16	7	4	1	2	7	1	11	23	1	3	2	8	5	1	0	0	3	0	3	1	1	2	
0	1	0	0	0	0	3	1	0	1	1	0	3	1	6	0	0	0	0	0	2	0	0	0	0	0	1	0	0	
0	2	0	0	0	0	3	0	0	1	1	1	1	1	15	5	0	0	2	0	2	0	0	4	0	0	0	1	0	
