"УИК №2739"	"УИК №2740"	"УИК №2741"	"УИК №2742"	"УИК №2743"	"УИК №2744"	"УИК №2745"	"УИК №2747"	"УИК №2748"	"УИК №2749"	"УИК №2750"	"УИК №2751"	"УИК №2752"	"УИК №2753"	"УИК №2754"	"УИК №2755"	"УИК №2756"	"УИК №2757"	"УИК №2758"	"УИК №2759"	"УИК №2760"	"УИК №2761"	"УИК №2762"	"УИК №2763"	"УИК №2764"	"УИК №2765"	"УИК №2766"	"УИК №2767"	"УИК №2768"	"УИК №2769"	"УИК №2770"	"УИК №2771"	"УИК №2772"	"УИК №2773"	
391	138	119	270	278	176	618	1173	466	294	193	330	328	324	701	709	817	691	291	335	104	626	302	145	203	207	188	754	815	216	189	993	1179	752	
394	133	129	268	287	175	623	1163	485	292	209	337	333	312	711	734	828	697	303	343	110	591	321	133	194	209	183	744	806	210	177	1130	1270	759	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
356	125	112	245	225	161	535	960	370	229	168	300	301	204	443	575	742	554	257	290	96	523	240	123	178	196	138	561	635	171	164	779	902	645	
13	5	3	11	17	10	50	60	29	24	17	20	12	46	23	39	12	51	22	19	6	38	18	10	10	6	36	65	40	29	6	19	30	13	
25	3	14	12	45	4	38	143	86	39	24	17	20	62	245	120	74	92	24	34	8	30	63	0	6	7	9	118	131	10	7	332	338	101	
13	5	3	11	17	10	50	60	29	24	17	20	12	46	23	39	12	51	22	19	6	38	18	10	10	6	36	65	40	29	6	19	30	13	
356	125	112	245	225	161	535	960	370	229	168	300	301	204	443	575	730	554	257	290	96	523	240	123	178	196	138	561	635	171	164	779	902	645	
0	0	0	0	0	0	0	0	2	0	0	1	0	3	5	7	12	3	1	0	0	0	4	0	1	0	3	9	0	0	2	16	13	2	
369	130	115	256	242	171	585	1020	397	253	185	319	313	247	461	607	730	602	278	309	102	561	254	133	187	202	171	617	675	200	168	782	919	656	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	0	0	1	0	2	0	0	0	0	0	0	0	2	7	1	4	2	0	0	1	0	1	0	0	0	0	4	3	2	2	4	2	4	
14	5	5	10	14	15	0	33	25	23	16	33	4	30	71	66	90	30	24	18	4	12	15	1	9	7	6	29	41	27	10	77	104	30	
28	9	2	7	24	8	69	114	20	22	4	10	21	19	48	72	53	31	32	8	3	37	14	4	5	12	5	83	78	14	18	96	128	36	
316	113	105	233	201	142	516	867	344	203	161	272	280	192	315	463	547	527	222	272	94	504	221	128	168	180	158	486	540	148	134	570	654	573	
2	1	2	0	0	2	0	1	4	2	1	1	3	3	6	3	17	5	0	2	0	3	0	0	3	1	1	7	7	6	1	14	10	6	
4	0	1	2	0	1	0	1	4	0	3	3	3	1	4	1	5	3	0	9	0	5	2	0	0	1	1	1	3	0	0	6	8	2	
0	2	0	3	1	0	0	2	0	2	0	0	1	0	7	0	8	1	0	0	0	0	1	0	1	0	0	4	2	3	1	9	11	2	
1	0	0	0	2	1	0	2	0	1	0	0	1	0	3	1	6	3	0	0	0	0	0	0	1	1	0	3	1	0	2	6	2	3	
