"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №1021"	"УИК №1103"	
397	151	62	32	289	446	529	1501	917	1123	131	140	119	201	495	80	101	439	148	170	401	239	91	113	52	73	110	492	247	190	201	285	94	147	75	117	401	395	81	74	77	232	343	239	
416	154	62	35	298	468	519	1591	969	1189	123	149	118	200	512	80	102	452	156	182	421	245	90	112	56	67	105	499	262	206	192	314	105	153	79	127	430	410	100	80	85	275	355	257	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274	108	40	15	227	221	321	823	530	697	87	76	78	128	368	62	86	256	103	110	287	157	56	78	32	53	64	317	167	153	106	189	56	101	45	59	256	206	52	43	46	157	223	148	
19	6	5	6	14	23	45	90	40	53	7	5	7	8	18	0	5	44	4	12	17	9	4	3	4	3	3	16	14	8	12	22	3	8	0	3	16	39	8	12	2	22	18	17	
123	40	17	14	57	224	153	678	399	439	29	68	33	64	126	18	11	152	49	60	117	79	30	31	20	11	38	166	81	45	74	103	46	44	34	65	158	165	40	25	37	96	114	92	
19	6	5	6	14	23	45	90	40	53	7	5	7	8	18	0	5	44	4	12	17	9	4	3	4	3	3	16	14	8	12	22	3	8	0	3	16	39	8	12	2	22	18	17	
274	108	40	15	227	221	321	823	530	697	87	76	78	128	368	62	86	256	103	110	287	157	56	78	32	53	64	317	167	153	106	189	56	101	45	59	256	206	52	43	46	157	223	148	
5	2	0	0	7	2	9	11	7	8	0	1	2	4	3	1	0	3	1	0	1	1	0	1	0	0	1	3	1	0	0	4	0	1	1	3	5	0	0	1	0	9	3	3	
288	112	45	21	234	242	357	902	563	742	94	80	83	132	383	61	91	297	106	122	303	165	60	80	36	56	66	330	180	161	118	207	59	108	44	59	267	245	60	54	48	170	238	162	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	0	0	6	1	1	1	4	6	2	0	0	1	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	1	2	1	0	0	1	0	1	3	0	0	0	6	1	0	
28	7	0	1	23	38	67	164	103	135	3	14	5	7	26	3	7	19	6	6	27	14	7	8	2	8	20	33	20	7	6	26	4	6	9	3	20	30	4	12	4	40	29	28	
18	8	1	5	28	28	29	75	52	36	11	19	10	19	38	6	5	18	7	13	21	19	7	6	8	2	7	41	14	6	3	33	13	8	4	5	30	37	4	2	4	18	17	22	
239	97	44	15	176	170	255	645	400	554	76	47	68	104	314	51	78	253	92	102	249	128	45	63	24	46	38	255	142	145	103	144	42	89	30	50	210	172	51	38	40	103	187	109	
1	0	0	0	1	3	2	8	1	0	0	0	0	1	2	0	0	0	0	1	2	0	0	1	0	0	1	0	1	0	2	3	0	1	0	1	3	3	1	0	0	1	0	0	
0	0	0	0	0	1	3	4	3	4	1	0	0	0	0	1	1	3	1	0	1	1	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	1	2	1	
0	0	0	0	0	1	0	2	0	2	1	0	0	0	2	0	0	2	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	2	1	
0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	1	0	0	0	1	
