"УИК №3156"	"УИК №3157"	"УИК №3158"	"УИК №3159"	"УИК №3160"	"УИК №3161"	"УИК №3162"	"УИК №3163"	"УИК №3164"	"УИК №3165"	"УИК №3166"	"УИК №3167"	"УИК №3168"	"УИК №3169"	"УИК №3170"	"УИК №3171"	"УИК №3172"	"УИК №3173"	"УИК №3174"	"УИК №3175"	"УИК №3176"	"УИК №3177"	"УИК №3178"	"УИК №3179"	"УИК №3180"	"УИК №3181"	"УИК №3182"	"УИК №3183"	"УИК №3184"	"УИК №3185"	"УИК №3186"	"УИК №3187"	"УИК №3188"	"УИК №3189"	"УИК №3190"	"УИК №3191"	"УИК №3478"	
186	514	367	95	599	178	169	206	282	159	305	185	245	461	214	191	422	230	482	136	458	261	630	146	245	165	124	263	317	374	344	221	907	1114	785	458	361	
187	513	369	98	610	179	170	211	280	161	307	186	246	459	214	196	423	232	483	138	457	259	637	148	246	168	126	268	320	376	346	223	904	1119	785	457	364	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152	421	300	85	509	120	138	137	253	127	288	169	222	382	176	165	365	185	422	119	318	188	495	106	200	144	79	224	255	317	290	170	595	742	515	337	312	
18	61	53	7	42	13	15	45	15	17	8	7	14	42	15	11	14	16	31	8	101	49	38	17	33	14	28	28	50	44	31	41	46	46	59	13	29	
17	31	16	6	59	46	17	29	12	17	11	10	10	35	23	20	44	31	30	11	38	22	104	25	13	10	19	16	15	15	25	12	263	331	211	107	23	
18	61	53	7	42	13	15	45	15	17	8	7	14	42	15	11	14	16	31	8	101	49	38	17	33	14	28	28	50	44	31	41	46	46	59	13	29	
152	421	300	85	509	120	138	137	253	127	288	169	222	382	176	165	365	185	422	119	318	188	495	106	200	144	79	224	255	317	290	170	595	742	515	337	312	
0	0	0	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	1	0	5	4	6	0	0	
170	482	353	92	551	133	152	176	268	144	296	176	236	424	189	176	379	201	453	127	419	237	530	123	231	158	107	252	304	361	320	211	636	784	568	350	341	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	1	0	0	1	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	3	3	3	0	0	
25	25	29	2	104	29	21	35	49	18	16	11	14	24	22	15	51	13	27	7	23	13	80	10	18	17	16	14	14	18	18	11	117	125	101	85	21	
2	0	0	1	2	0	2	10	11	4	4	5	4	5	16	8	2	4	0	6	12	4	28	0	5	0	2	9	5	17	10	0	37	42	44	3	4	
142	457	324	88	441	104	127	125	201	120	272	160	213	384	149	150	326	183	426	114	381	212	404	113	205	141	83	227	282	315	285	200	462	594	408	262	314	
1	0	0	0	0	0	1	2	7	1	2	0	1	2	0	2	0	1	0	0	0	4	2	0	2	0	1	2	2	0	1	0	6	7	4	0	0	
0	0	0	0	2	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	2	3	4	0	0	0	2	0	0	7	3	0	7	5	4	0	1	
0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	1	4	0	1	0	1	0	1	2	0	0	4	5	3	0	1	
0	0	0	0	1	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	1	2	0	0	3	1	0	0	
