"УИК №3501"	"УИК №3502"	"УИК №3503"	"УИК №3504"	"УИК №3505"	"УИК №3506"	"УИК №3507"	"УИК №3508"	"УИК №3509"	"УИК №3510"	"УИК №3511"	"УИК №3512"	"УИК №3513"	"УИК №3514"	"УИК №3515"	"УИК №3516"	"УИК №3517"	"УИК №3518"	"УИК №3519"	"УИК №3520"	"УИК №3521"	"УИК №3522"	"УИК №3523"	"УИК №3524"	
1760	654	678	356	82	361	257	346	94	126	271	67	88	82	959	799	282	1064	434	1623	279	148	504	263	
1790	700	730	370	70	380	270	370	90	130	280	60	80	70	1000	830	300	1100	450	1600	300	160	550	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1062	372	406	277	45	206	141	192	58	54	160	49	48	46	471	397	133	465	208	1021	135	89	464	175	
35	10	13	0	0	12	19	16	5	11	15	3	3	3	43	32	10	53	19	95	19	8	0	1	
693	318	311	93	25	162	110	162	27	65	105	8	29	21	486	401	157	582	223	484	146	63	86	44	
35	10	13	0	0	12	19	16	5	11	15	3	3	3	43	32	10	53	19	95	19	8	0	1	
1061	372	406	277	45	206	141	192	58	54	160	49	48	46	471	397	133	465	208	1021	135	89	464	175	
13	5	7	7	0	4	1	5	0	1	2	0	2	0	12	11	2	13	0	24	4	0	4	1	
1083	377	412	270	45	214	159	203	63	64	173	52	49	49	502	418	141	505	227	1092	150	97	460	175	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	3	4	3	0	3	3	2	2	0	2	3	0	0	6	1	4	2	5	9	7	1	0	5	
225	90	87	39	7	42	43	35	24	12	26	21	5	9	116	108	20	93	41	235	16	14	67	17	
80	27	42	17	4	24	15	19	6	5	12	1	2	5	38	25	17	67	20	125	16	7	22	25	
741	245	265	202	33	142	95	140	28	45	127	26	41	30	331	275	97	339	159	693	103	72	346	124	
8	6	2	5	0	1	0	3	0	2	0	0	0	1	5	3	2	2	0	10	3	0	15	3	
7	2	5	0	0	0	1	2	3	0	2	1	1	2	3	1	0	0	1	7	3	1	1	0	
5	4	5	2	0	2	2	2	0	0	2	0	0	2	3	1	0	0	0	8	2	1	2	1	
9	0	2	2	1	0	0	0	0	0	2	0	0	0	0	4	1	2	1	5	0	1	7	0	
