"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	
1756	1807	2124	2423	2012	2193	1580	1640	1321	2771	1343	1737	2064	2106	2225	2138	1924	1999	2025	1258	
1760	1820	2130	2430	2010	2196	1580	1640	1320	2770	1350	1740	2070	2110	2230	2150	1925	2000	2025	1260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1403	1636	1700	2283	1880	1757	1509	1465	1201	2560	1201	1560	1871	1742	2031	1881	1692	1764	1880	1068	
30	30	98	44	25	40	41	32	74	37	25	34	74	33	54	69	67	61	26	80	
327	154	332	103	105	399	30	143	45	173	124	146	125	335	145	200	166	175	119	112	
30	30	98	44	25	40	41	32	74	37	25	34	74	33	54	69	67	61	26	80	
1401	1635	1699	2282	1879	1753	1508	1463	1200	2559	1199	1558	1870	1740	2030	1879	1691	1763	1879	1067	
2	2	3	2	1	3	1	2	1	2	2	1	1	2	1	2	2	2	1	2	
1429	1663	1794	2324	1903	1790	1548	1493	1273	2594	1222	1591	1943	1771	2083	1946	1756	1822	1904	1145	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	3	3	3	5	3	4	3	3	6	4	4	3	4	5	4	4	4	4	3	
60	65	85	89	74	91	55	60	47	85	49	60	54	75	74	76	72	72	70	44	
18	20	23	29	23	21	17	19	16	36	15	20	23	22	25	24	22	23	25	15	
1334	1559	1665	2180	1785	1659	1457	1397	1196	2448	1144	1494	1843	1654	1960	1823	1642	1707	1789	1074	
4	2	3	5	3	3	4	3	2	3	2	2	3	3	4	5	2	4	4	2	
2	6	5	7	3	4	3	3	3	4	2	3	5	4	4	4	4	4	2	2	
4	5	6	7	7	5	5	5	4	7	3	5	7	5	7	6	6	6	6	3	
3	3	4	4	3	4	3	3	2	5	3	3	5	4	4	4	4	2	4	2	
