"УИК №1433"	"УИК №1434"	"УИК №1435"	"УИК №1436"	"УИК №1437"	"УИК №1438"	"УИК №1439"	"УИК №1440"	"УИК №1441"	"УИК №1442"	"УИК №1443"	"УИК №1444"	"УИК №1445"	"УИК №1446"	"УИК №1447"	"УИК №1448"	"УИК №1449"	"УИК №1450"	"УИК №1451"	"УИК №1452"	
1378	1415	1569	1361	1411	1370	1373	1393	1437	1529	1584	1515	1540	1549	1514	1700	1625	1650	1868	1812	
1409	1415	1591	1393	1407	1412	1410	1393	1466	1573	1616	1524	1547	1578	1545	1720	1649	1680	1833	1839	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1190	1231	1296	1182	1247	1223	1188	1171	1212	1337	1378	1305	1352	1302	1308	1435	1419	1449	1605	1561	
23	10	53	21	11	27	22	30	52	24	9	13	3	11	14	19	20	12	20	15	
196	174	242	190	149	162	200	192	202	212	229	206	192	265	223	266	210	219	208	263	
23	10	53	21	11	27	22	30	52	24	9	13	3	11	14	19	20	11	20	15	
1190	1231	1296	1182	1245	1223	1188	1163	1212	1337	1369	1305	1351	1302	1308	1435	1419	1437	1605	1561	
0	0	35	3	0	10	3	5	11	0	0	4	1	0	19	16	0	0	0	1	
1213	1241	1314	1200	1256	1240	1207	1188	1253	1361	1378	1314	1353	1313	1303	1438	1439	1448	1625	1575	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

21	6	4	19	13	7	25	13	23	11	22	28	25	24	20	11	28	28	11	20	
62	75	62	68	66	68	52	54	56	68	87	79	65	72	65	70	61	90	194	90	
42	51	32	47	44	50	44	29	50	50	45	53	52	53	49	46	54	59	30	58	
1024	1055	1190	1015	1083	1078	1027	992	1068	1156	1155	1109	1153	1104	1109	1274	1231	1207	1371	1323	
33	31	6	28	15	26	31	53	31	35	37	2	29	35	27	8	37	31	3	36	
8	5	14	7	10	5	8	17	7	16	8	10	7	6	11	10	7	6	7	15	
11	12	4	8	8	3	11	18	6	15	10	8	9	9	9	11	10	9	6	16	
12	6	2	8	17	3	9	12	12	10	14	25	13	10	13	8	11	18	3	17	
